BINCODE,NAME,IDENTIFIER,DESCRIPTION,TYPE
_13.1.3.4.12_,amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase,eucgr.c00449.1.p,"'(at2g41040 : 417.0) S-adenosyl-L-methionine-dependent methyltransferases superfamily protein; FUNCTIONS IN: methyltransferase activity; INVOLVED IN: response to karrikin; LOCATED IN: chloroplast, plastoglobule; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: Methyltransferase type 11 (InterPro:IPR013216); BEST Arabidopsis thaliana protein match is: S-adenosyl-L-methionine-dependent methyltransferases superfamily protein (TAIR:AT1G78140.1); Has 8121 Blast hits to 8118 proteins in 1828 species: Archae - 365; Bacteria - 6420; Metazoa - 92; Fungi - 271; Plants - 324; Viruses - 0; Other Eukaryotes - 649 (source: NCBI BLink). & (gnl|cdd|87468 : 81.5) no description available & (reliability: 834.0) &  (original description: pacid=32039969 transcript=Eucgr.C00449.1 locus=Eucgr.C00449 ID=Eucgr.C00449.1.v2.0 annot-version=v2.0)'",T
_13.1.3.4.13_,amino acid metabolism.synthesis.aspartate family.methionine.methionine S-methyltransferase,eucgr.g00060.1.p,"'(at5g49810 : 1549.0) Arabidopsis thaliana methionine S-methyltransferase, an enzyme that catalyzes S  -methylmethionine formation.; methionine S-methyltransferase (MMT); CONTAINS InterPro DOMAIN/s: Aminotransferase, class I/classII (InterPro:IPR004839), Pyridoxal phosphate-dependent transferase, major domain (InterPro:IPR015424), Methyltransferase small (InterPro:IPR007848), Pyridoxal phosphate-dependent transferase, major region, subdomain 1 (InterPro:IPR015421); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). & (q9mbc2|mmt1_horvu : 1456.0) Methionine S-methyltransferase (EC 2.1.1.12) (AdoMet:Met S-methyltransferase) (Hv-MMT1) - Hordeum vulgare (Barley) & (reliability: 3098.0) &  (original description: pacid=32073403 transcript=Eucgr.G00060.1 locus=Eucgr.G00060 ID=Eucgr.G00060.1.v2.0 annot-version=v2.0)'",T
_13.1.3.4.1001_,amino acid metabolism.synthesis.aspartate family.methionine,o-succinylhomoserine,'amino acid synthesis.methionine',M
_13.1.3.4.1002_,amino acid metabolism.synthesis.aspartate family.methionine,cystathionine,'amino acid synthesis.methionine',M
_13.1.3.4.1003_,amino acid metabolism.synthesis.aspartate family.methionine,methionine,'amino acid synthesis.methionine; amino acid degradation.methionine; hormone metabolism.ethylene; C1-metabolism',M
_13.1.3.5_,amino acid metabolism.synthesis.aspartate family.lysine,,'',
_13.1.3.5.1_,amino acid metabolism.synthesis.aspartate family.lysine.dihydrodipicolinate synthase,,'',
_13.1.3.5.2_,amino acid metabolism.synthesis.aspartate family.lysine.dihydrodipicolinate reductase,,'',
_13.1.3.5.3_,amino acid metabolism.synthesis.aspartate family.lysine.LL-diaminopimelic acid aminotransferase,eucgr.g01124.1.p,"'(at4g33680 : 736.0) Involved in disease resistance against Pseudomonas syringae. mutants have elevated SA levels, a low level of spontaneous cell death, callose deposition, and enlarged cells in leaves. genetically maps on chr 4 between L23H3 and nga1139.; ABERRANT GROWTH AND DEATH 2 (AGD2); FUNCTIONS IN: transaminase activity, copper ion binding, L,L-diaminopimelate aminotransferase activity; INVOLVED IN: lysine biosynthetic process via diaminopimelate, systemic acquired resistance, salicylic acid mediated signaling pathway; LOCATED IN: chloroplast, chloroplast stroma; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: LL-diaminopimelate aminotransferase, plant-related (InterPro:IPR019942), Pyridoxal phosphate-dependent transferase, major domain (InterPro:IPR015424), Aminotransferase, class I/classII (InterPro:IPR004839), Pyridoxal phosphate-dependent transferase, major region, subdomain 1 (InterPro:IPR015421), Pyridoxal phosphate-dependent transferase, major region, subdomain 2 (InterPro:IPR015422); BEST Arabidopsis thaliana protein match is: AGD2-like defense response protein 1 (TAIR:AT2G13810.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). & (gnl|cdd|82293 : 506.0) no description available & (gnl|cdd|35478 : 392.0) no description available & (reliability: 1472.0) &  (original description: pacid=32070885 transcript=Eucgr.G01124.1 locus=Eucgr.G01124 ID=Eucgr.G01124.1.v2.0 annot-version=v2.0)'",T
_13.1.3.5.4_,amino acid metabolism.synthesis.aspartate family.lysine.diaminopimelate epimerase,eucgr.k03171.2.p,"'(at3g53580 : 498.0) diaminopimelate epimerase family protein; FUNCTIONS IN: diaminopimelate epimerase activity; INVOLVED IN: lysine biosynthetic process via diaminopimelate; LOCATED IN: chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Diaminopimelate epimerase, active site (InterPro:IPR018510), Diaminopimelate epimerase (InterPro:IPR001653); Has 7123 Blast hits to 7119 proteins in 2112 species: Archae - 88; Bacteria - 4300; Metazoa - 6; Fungi - 0; Plants - 62; Viruses - 0; Other Eukaryotes - 2667 (source: NCBI BLink). & (gnl|cdd|80674 : 368.0) no description available & (ipr001653 : 83.26413) Diaminopimelate epimerase & (reliability: 996.0) &  (original description: pacid=32069325 transcript=Eucgr.K03171.2 locus=Eucgr.K03171 ID=Eucgr.K03171.2.v2.0 annot-version=v2.0)'",T
_13.1.3.5.5_,amino acid metabolism.synthesis.aspartate family.lysine.diaminopimelate decarboxylase,eucgr.g01640.1.p,"'(at5g11880 : 798.0) Pyridoxal-dependent decarboxylase family protein; FUNCTIONS IN: diaminopimelate decarboxylase activity; INVOLVED IN: lysine biosynthetic process via diaminopimelate; LOCATED IN: chloroplast; EXPRESSED IN: guard cell, cultured cell; CONTAINS InterPro DOMAIN/s: Alanine racemase/group IV decarboxylase, C-terminal (InterPro:IPR009006), Ornithine/DAP/Arg decarboxylase (InterPro:IPR000183), Orn/DAP/Arg decarboxylase 2, N-terminal (InterPro:IPR022644), Orn/DAP/Arg decarboxylase 2, C-terminal (InterPro:IPR022643), Diaminopimelate decarboxylase (InterPro:IPR002986), Orn/DAP/Arg decarboxylase 2, conserved site (InterPro:IPR022657), Orn/DAP/Arg decarboxylase 2, pyridoxal-phosphate binding site (InterPro:IPR022653); BEST Arabidopsis thaliana protein match is: Pyridoxal-dependent decarboxylase family protein (TAIR:AT3G14390.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). & (gnl|cdd|35841 : 421.0) no description available & (gnl|cdd|30369 : 324.0) no description available & (ipr022644 : 110.8388) Orn/DAP/Arg decarboxylase 2, N-terminal & (reliability: 1596.0) &  (original description: pacid=32073350 transcript=Eucgr.G01640.1 locus=Eucgr.G01640 ID=Eucgr.G01640.1.v2.0 annot-version=v2.0)'",T
_13.1.3.5.6_,"amino acid metabolism.synthesis.aspartate family.lysine.2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",,'',
_13.1.3.5.7_,amino acid metabolism.synthesis.aspartate family.lysine.tetrahydrodipicolinate N-acetyltransferase,,'',
_13.1.3.5.8_,amino acid metabolism.synthesis.aspartate family.lysine.N-acyl-l-2-amino-6-oxopimelate aminotransferase,,'',
_13.1.3.5.9_,"amino acid metabolism.synthesis.aspartate family.lysine.N-acyl-ll-2,6-diaminopimelate deacylase",,'',
_13.1.3.5.10_,amino acid metabolism.synthesis.aspartate family.lysine.diaminopimelate dehydrogenase,,'',
_13.1.3.5.1001_,amino acid metabolism.synthesis.aspartate family.lysine,lysine,'amino acid synthesis.lysine; amino acid degradation.lysine; polyamine metabolism',M
_13.1.3.6_,amino acid metabolism.synthesis.aspartate family.misc,,'',
_13.1.3.6.1_,amino acid metabolism.synthesis.aspartate family.misc.homoserine,,'',
_13.1.3.6.1.1_,amino acid metabolism.synthesis.aspartate family.misc.homoserine.aspartate kinase,,'',
_13.1.3.6.1.2_,amino acid metabolism.synthesis.aspartate family.misc.homoserine.aspartate semialdehyde dehydrogenase,eucgr.b03437.1.p,"'(at1g14810 : 595.0) encodes an aspartate semialdehyde dehydrogenase, which produces the branch point intermediate for lysine and threonine/methionine biosynthesis; semialdehyde dehydrogenase family protein; FUNCTIONS IN: oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor, aspartate-semialdehyde dehydrogenase activity; INVOLVED IN: cellular amino acid biosynthetic process, oxidation reduction, threonine biosynthetic process, methionine biosynthetic process, cellular amino acid metabolic process; LOCATED IN: mitochondrion, chloroplast stroma, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Semialdehyde dehydrogenase, dimerisation domain (InterPro:IPR012280), Semialdehyde dehydrogenase, NAD-binding (InterPro:IPR000534), Aspartate-semialdehyde dehydrogenase, bacterial (InterPro:IPR005986), Aspartate-semialdehyde dehydrogenase (InterPro:IPR012080); Has 10268 Blast hits to 10266 proteins in 2514 species: Archae - 260; Bacteria - 6386; Metazoa - 3; Fungi - 175; Plants - 61; Viruses - 0; Other Eukaryotes - 3383 (source: NCBI BLink). & (gnl|cdd|39974 : 418.0) no description available & (gnl|cdd|81990 : 375.0) no description available & (ipr012280 : 101.21844) Semialdehyde dehydrogenase, dimerisation domain & (reliability: 1190.0) &  (original description: pacid=32061575 transcript=Eucgr.B03437.1 locus=Eucgr.B03437 ID=Eucgr.B03437.1.v2.0 annot-version=v2.0)'",T
_13.1.3.6.1.3_,amino acid metabolism.synthesis.aspartate family.misc.homoserine.homoserine dehydrogenase,,'',
_13.1.3.6.1.4_,amino acid metabolism.synthesis.aspartate family.misc.homoserine.homoserine kinase,,'',
_13.1.3.6.1.10_,amino acid metabolism.synthesis.aspartate family.misc.homoserine.bifunctional aspartate kinase/homoserine dehydrogenase,,'',
_13.1.3.6.1.1001_,amino acid metabolism.synthesis.aspartate family.misc.homoserine,homoserine,'amino acid synthesis.homoserine; amino acid degradation.homoserine; amino acid synthesis.methionine; amino acid degradation.methionine; amino acid metabolism.threonine; amino acid synthesis.threonine',M
_13.1.3.6.2_,amino acid metabolism.synthesis.aspartate family.misc.homocysteine,,'',
_13.1.3.6.2.1001_,amino acid metabolism.synthesis.aspartate family.misc.homocysteine,homocysteine,'amino acid synthesis.homocysteine',M
_13.1.4_,amino acid metabolism.synthesis.branched chain group,,'',
_13.1.4.1_,amino acid metabolism.synthesis.branched chain group.common,,'',
_13.1.4.1.1_,amino acid metabolism.synthesis.branched chain group.common.acetolactate synthase,eucgr.l00052.1.p,"'(at2g31810 : 620.0) ACT domain-containing small subunit of acetolactate synthase protein; FUNCTIONS IN: acetolactate synthase activity, amino acid binding; INVOLVED IN: branched chain family amino acid biosynthetic process; LOCATED IN: chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Acetolactate synthase, small subunit (InterPro:IPR004789), Amino acid-binding ACT (InterPro:IPR002912), Acetolactate synthase, small subunit, C-terminal (InterPro:IPR019455); BEST Arabidopsis thaliana protein match is: VALINE-TOLERANT 1 (TAIR:AT5G16290.2); Has 11866 Blast hits to 6122 proteins in 1974 species: Archae - 228; Bacteria - 7362; Metazoa - 4; Fungi - 258; Plants - 114; Viruses - 0; Other Eukaryotes - 3900 (source: NCBI BLink). & (gnl|cdd|37874 : 234.0) no description available & (gnl|cdd|79314 : 190.0) no description available & (reliability: 1240.0) &  (original description: pacid=32047280 transcript=Eucgr.L00052.1 locus=Eucgr.L00052 ID=Eucgr.L00052.1.v2.0 annot-version=v2.0)'",T
_13.1.4.1.2_,amino acid metabolism.synthesis.branched chain group.common.ketol-acid reductoisomerase,eucgr.k01105.1.p,"'(at3g58610 : 932.0) ketol-acid reductoisomerase; CONTAINS InterPro DOMAIN/s: Acetohydroxy acid isomeroreductase, catalytic (InterPro:IPR013116), 6-phosphogluconate dehydrogenase, C-terminal-like (InterPro:IPR008927), Dehydrogenase, multihelical (InterPro:IPR013328), Acetohydroxy acid isomeroreductase C-terminal (InterPro:IPR000506), Ketol-acid reductoisomerase (InterPro:IPR016206), Acetohydroxy acid isomeroreductase (InterPro:IPR013023), NAD(P)-binding domain (InterPro:IPR016040). & (o82043|ilv5_pea : 924.0) Ketol-acid reductoisomerase, chloroplast precursor (EC 1.1.1.86) (Acetohydroxy-acid reductoisomerase) (Alpha-keto-beta-hydroxylacil reductoisomerase) - Pisum sativum (Garden pea) & (gnl|cdd|30408 : 185.0) no description available & (reliability: 1864.0) &  (original description: pacid=32068499 transcript=Eucgr.K01105.1 locus=Eucgr.K01105 ID=Eucgr.K01105.1.v2.0 annot-version=v2.0)'",T
_13.1.4.1.4_,amino acid metabolism.synthesis.branched chain group.common.branched-chain amino acid aminotransferase,,'',
_13.1.4.3_,amino acid metabolism.synthesis.branched chain group.valine specific,,'',
_13.1.4.3.1001_,amino acid metabolism.synthesis.branched chain group.valine specific,valine,'amino acid synthesis.valine; amino acid degradation.valine',M
_13.1.4.4_,amino acid metabolism.synthesis.branched chain group.leucine specific,,'',
_13.1.4.4.1_,amino acid metabolism.synthesis.branched chain group.leucine specific.2-isopropylmalate synthase,eucgr.a00249.1.p,"'(at1g74040 : 857.0) Encodes an active Arabidopsis isopropylmalate synthase IPMS2.  Involved in leucine biosynthesis.  Do not participate in the chain elongation of glucosinolates.  Expressed constitutively throughout the plant. Loss of IPMS2 can be compensated by a second isopropylmalate synthase gene IPMS1 (At1g18500).; 2-isopropylmalate synthase 1 (IMS1); FUNCTIONS IN: 2-isopropylmalate synthase activity; INVOLVED IN: leucine biosynthetic process; LOCATED IN: chloroplast, chloroplast envelope; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Aldolase-type TIM barrel (InterPro:IPR013785), Alpha-isopropylmalate/homocitrate synthase, conserved site (InterPro:IPR002034), 2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain (InterPro:IPR013709), Pyruvate carboxyltransferase (InterPro:IPR000891), Bacterial 2-isopropylmalate synthase (InterPro:IPR005671); BEST Arabidopsis thaliana protein match is: methylthioalkylmalate synthase-like 4 (TAIR:AT1G18500.1); Has 16891 Blast hits to 16883 proteins in 2449 species: Archae - 499; Bacteria - 8886; Metazoa - 193; Fungi - 474; Plants - 279; Viruses - 0; Other Eukaryotes - 6560 (source: NCBI BLink). & (q39891|leu1_soybn : 698.0) Probable 2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-isopropylmalate synthase) (Alpha-IPM synthetase) (Late nodulin 56) (N-56) - Glycine max (Soybean) & (gnl|cdd|80776 : 629.0) no description available & (gnl|cdd|37578 : 629.0) no description available & (ipr000891 : 157.13791) Pyruvate carboxyltransferase & (reliability: 1714.0) &  (original description: pacid=32045913 transcript=Eucgr.A00249.1 locus=Eucgr.A00249 ID=Eucgr.A00249.1.v2.0 annot-version=v2.0)'",T
_13.1.4.4.1_,amino acid metabolism.synthesis.branched chain group.leucine specific.2-isopropylmalate synthase,eucgr.a00248.1.p,"'(at1g18500 : 872.0) Encodes an active Arabidopsis isopropylmalate synthase IPMS1.  Involved in leucine biosynthesis.  Do not participate in the chain elongation of glucosinolates.  Expressed constitutively throughout the plant. Loss of IPMS1 can be compensated by a second isopropylmalate synthase gene IPMS2 (At1g74040).; methylthioalkylmalate synthase-like 4 (MAML-4); FUNCTIONS IN: 2-isopropylmalate synthase activity; INVOLVED IN: leucine biosynthetic process; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Aldolase-type TIM barrel (InterPro:IPR013785), Alpha-isopropylmalate/homocitrate synthase, conserved site (InterPro:IPR002034), 2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain (InterPro:IPR013709), Pyruvate carboxyltransferase (InterPro:IPR000891), Bacterial 2-isopropylmalate synthase (InterPro:IPR005671); BEST Arabidopsis thaliana protein match is: 2-isopropylmalate synthase 1 (TAIR:AT1G74040.1); Has 16947 Blast hits to 16939 proteins in 2437 species: Archae - 505; Bacteria - 8907; Metazoa - 233; Fungi - 482; Plants - 265; Viruses - 0; Other Eukaryotes - 6555 (source: NCBI BLink). & (q39891|leu1_soybn : 733.0) Probable 2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-isopropylmalate synthase) (Alpha-IPM synthetase) (Late nodulin 56) (N-56) - Glycine max (Soybean) & (gnl|cdd|80776 : 667.0) no description available & (gnl|cdd|37578 : 653.0) no description available & (ipr000891 : 174.20801) Pyruvate carboxyltransferase & (reliability: 1744.0) &  (original description: pacid=32047502 transcript=Eucgr.A00248.1 locus=Eucgr.A00248 ID=Eucgr.A00248.1.v2.0 annot-version=v2.0)'",T
_13.1.4.4.2_,amino acid metabolism.synthesis.branched chain group.leucine specific.isopropylmalate isomerase,,'',
_13.1.4.4.3_,amino acid metabolism.synthesis.branched chain group.leucine specific.3-isopropylmalate dehydrogenase,eucgr.f03933.1.p,"'(p29102|leu3_brana : 632.0) 3-isopropylmalate dehydrogenase, chloroplast precursor (EC 1.1.1.85) (Beta-IPM dehydrogenase) (IMDH) (3-IPM-DH) - Brassica napus (Rape) & (at1g80560 : 623.0) The AtIMD2 is one out of 3 genes encoding the enzyme 3-isopropylmalate dehydrogenase involved in leucine biosynthesis in Arabidopsis. Its subcellular location has been targeted to plastids.; isopropylmalate dehydrogenase 2 (IMD2); FUNCTIONS IN: 3-isopropylmalate dehydrogenase activity; INVOLVED IN: leucine biosynthetic process, metabolic process; LOCATED IN: chloroplast, chloroplast stroma, plastid, chloroplast envelope; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Isopropylmalate dehydrogenase (InterPro:IPR004429), Isocitrate/isopropylmalate dehydrogenase (InterPro:IPR001804), Isocitrate/isopropylmalate dehydrogenase, conserved site (InterPro:IPR019818); BEST Arabidopsis thaliana protein match is: isopropylmalate dehydrogenase 3 (TAIR:AT1G31180.1); Has 15265 Blast hits to 15265 proteins in 2613 species: Archae - 395; Bacteria - 8292; Metazoa - 578; Fungi - 832; Plants - 243; Viruses - 0; Other Eukaryotes - 4925 (source: NCBI BLink). & (gnl|cdd|36005 : 536.0) no description available & (gnl|cdd|80743 : 533.0) no description available & (ipr001804 : 313.3623) Isocitrate and isopropylmalate dehydrogenases family & (reliability: 1246.0) &  (original description: pacid=32055780 transcript=Eucgr.F03933.1 locus=Eucgr.F03933 ID=Eucgr.F03933.1.v2.0 annot-version=v2.0)'",T
_13.1.4.4.4_,amino acid metabolism.synthesis.branched chain group.leucine specific.aminotransferase,,'',
_13.1.4.4.1001_,amino acid metabolism.synthesis.branched chain group.leucine specific,leucine,'amino acid synthesis.leucine; amino acid degradation.leucine',M
_13.1.4.5_,amino acid metabolism.synthesis.branched chain group.isoleucine specific,,'',
_13.1.4.5.1_,amino acid metabolism.synthesis.branched chain group.isoleucine specific.threonine ammonia-lyase,,'',
_13.1.4.5.1001_,amino acid metabolism.synthesis.branched chain group.isoleucine specific,isoleucine,'amino acid synthesis.isoleucine; amino acid degradation.isoleucine',M
_13.1.5_,amino acid metabolism.synthesis.serine-glycine-cysteine group,,'',
_13.1.5.1_,amino acid metabolism.synthesis.serine-glycine-cysteine group.serine,,'',
_13.1.5.1.1_,amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoglycerate dehydrogenase,eucgr.g01359.1.p,"'(at4g34200 : 624.0) embryo sac development arrest 9 (EDA9); FUNCTIONS IN: ATP binding; INVOLVED IN: megagametogenesis; LOCATED IN: mitochondrion, chloroplast, membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: D-3-phosphoglycerate dehydrogenase (InterPro:IPR006236), D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain (InterPro:IPR006139), D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding (InterPro:IPR006140), D-3-phosphogylcerate Dehydrogenase (InterPro:IPR015508), Amino acid-binding ACT (InterPro:IPR002912), NAD(P)-binding domain (InterPro:IPR016040); BEST Arabidopsis thaliana protein match is: D-3-phosphoglycerate dehydrogenase (TAIR:AT3G19480.1); Has 30608 Blast hits to 30602 proteins in 2772 species: Archae - 489; Bacteria - 18520; Metazoa - 741; Fungi - 1175; Plants - 586; Viruses - 5; Other Eukaryotes - 9092 (source: NCBI BLink). & (gnl|cdd|35291 : 353.0) no description available & (gnl|cdd|84741 : 215.0) no description available & (ipr006140 : 115.72709) D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding & (reliability: 1248.0) &  (original description: pacid=32072312 transcript=Eucgr.G01359.1 locus=Eucgr.G01359 ID=Eucgr.G01359.1.v2.0 annot-version=v2.0)'",T
_13.1.5.1.1_,amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoglycerate dehydrogenase,eucgr.f02299.1.p,"'(at3g19480 : 829.0) D-3-phosphoglycerate dehydrogenase; FUNCTIONS IN: in 7 functions; INVOLVED IN: oxidation reduction, L-serine biosynthetic process, metabolic process; LOCATED IN: mitochondrion, chloroplast; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 10 growth stages; CONTAINS InterPro DOMAIN/s: D-3-phosphoglycerate dehydrogenase (InterPro:IPR006236), D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain (InterPro:IPR006139), D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding (InterPro:IPR006140), D-3-phosphogylcerate Dehydrogenase (InterPro:IPR015508), Amino acid-binding ACT (InterPro:IPR002912), NAD(P)-binding domain (InterPro:IPR016040); BEST Arabidopsis thaliana protein match is: D-3-phosphoglycerate dehydrogenase (TAIR:AT4G34200.1); Has 31099 Blast hits to 31093 proteins in 2807 species: Archae - 469; Bacteria - 19090; Metazoa - 735; Fungi - 1166; Plants - 566; Viruses - 5; Other Eukaryotes - 9068 (source: NCBI BLink). & (gnl|cdd|35291 : 533.0) no description available & (gnl|cdd|84741 : 368.0) no description available & (ipr006140 : 142.49791) D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding & (p13443|dhgy_cucsa : 104.0) Glycerate dehydrogenase (EC 1.1.1.29) (NADH-dependent hydroxypyruvate reductase) (HPR) (GDH) - Cucumis sativus (Cucumber) & (reliability: 1658.0) &  (original description: pacid=32053722 transcript=Eucgr.F02299.1 locus=Eucgr.F02299 ID=Eucgr.F02299.1.v2.0 annot-version=v2.0)'",T
_13.1.5.1.1_,amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoglycerate dehydrogenase,eucgr.c03233.1.p,"'(at4g34200 : 386.0) embryo sac development arrest 9 (EDA9); FUNCTIONS IN: ATP binding; INVOLVED IN: megagametogenesis; LOCATED IN: mitochondrion, chloroplast, membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: D-3-phosphoglycerate dehydrogenase (InterPro:IPR006236), D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain (InterPro:IPR006139), D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding (InterPro:IPR006140), D-3-phosphogylcerate Dehydrogenase (InterPro:IPR015508), Amino acid-binding ACT (InterPro:IPR002912), NAD(P)-binding domain (InterPro:IPR016040); BEST Arabidopsis thaliana protein match is: D-3-phosphoglycerate dehydrogenase (TAIR:AT3G19480.1); Has 30608 Blast hits to 30602 proteins in 2772 species: Archae - 489; Bacteria - 18520; Metazoa - 741; Fungi - 1175; Plants - 586; Viruses - 5; Other Eukaryotes - 9092 (source: NCBI BLink). & (gnl|cdd|35291 : 229.0) no description available & (gnl|cdd|84741 : 105.0) no description available & (reliability: 772.0) &  (original description: pacid=32036077 transcript=Eucgr.C03233.1 locus=Eucgr.C03233 ID=Eucgr.C03233.1.v2.0 annot-version=v2.0)'",T
_13.1.5.1.2_,amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoserine aminotransferase,eucgr.i02231.1.p,"'(at4g35630 : 621.0) Encodes a phosphoserine aminotransferase which is involved in serine biosynthesis in the chloroplast which operates via the phosphorylated pathway.; phosphoserine aminotransferase (PSAT); FUNCTIONS IN: O-phospho-L-serine:2-oxoglutarate aminotransferase activity; INVOLVED IN: L-serine biosynthetic process; LOCATED IN: chloroplast stroma, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Aminotransferase class-V pyridoxal-phosphate binding site (InterPro:IPR020578), Pyridoxal phosphate-dependent transferase, major domain (InterPro:IPR015424), Aminotransferase, class V/Cysteine desulfurase (InterPro:IPR000192), Phosphoserine aminotransferase, subgroup (InterPro:IPR003248), Pyridoxal phosphate-dependent transferase, major region, subdomain 1 (InterPro:IPR015421), Pyridoxal phosphate-dependent transferase, major region, subdomain 2 (InterPro:IPR015422), Phosphoserine aminotransferase (InterPro:IPR022278); BEST Arabidopsis thaliana protein match is: Pyridoxal phosphate (PLP)-dependent transferases superfamily protein (TAIR:AT2G17630.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). & (gnl|cdd|38001 : 584.0) no description available & (gnl|cdd|81544 : 582.0) no description available & (p52877|serc_spiol : 540.0) Phosphoserine aminotransferase, chloroplast precursor (EC 2.6.1.52) (PSAT) - Spinacia oleracea (Spinach) & (ipr000192 : 114.436104) Aminotransferase, class V/Cysteine desulfurase & (reliability: 1242.0) &  (original description: pacid=32064502 transcript=Eucgr.I02231.1 locus=Eucgr.I02231 ID=Eucgr.I02231.1.v2.0 annot-version=v2.0)'",T
_13.1.5.1.3_,amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoserine phosphatase,eucgr.k02531.1.p,"'(at1g18640 : 427.0) Encodes a 3-phosphoserine phosphatase acting in the last step of serine biosynthesis within the chloroplast.; 3-phosphoserine phosphatase (PSP); FUNCTIONS IN: phosphoserine phosphatase activity; INVOLVED IN: L-serine biosynthetic process; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Haloacid dehalogenase-like hydrolase (InterPro:IPR005834), Phosphoserine phosphatase SerB (InterPro:IPR004469), HAD-superfamily hydrolase, subfamily IB, PSPase-like (InterPro:IPR006383); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). & (gnl|cdd|36828 : 315.0) no description available & (gnl|cdd|30906 : 103.0) no description available & (reliability: 854.0) &  (original description: pacid=32066502 transcript=Eucgr.K02531.1 locus=Eucgr.K02531 ID=Eucgr.K02531.1.v2.0 annot-version=v2.0)'",T
_13.1.5.1.1001_,amino acid metabolism.synthesis.serine-glycine-cysteine group.serine,serine,'PS.photorepiration; lipid metabolism; amino acid degradation.homoserine; amino acid synthesis.serine; amino acid degradation.serine; amino acid degradation.methionine; S-assimilation',M
_13.1.5.2_,amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine,,'',
_13.1.5.2.1_,amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.glycine hydroxymethyltransferase,,'',
_13.1.5.2.2_,amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.glycine transaminase,,'',
