BINCODE,NAME,IDENTIFIER,DESCRIPTION,TYPE
_13.1.3.1.1001_,'amino acid metabolism.synthesis.aspartate family.asparagine','asparagine','amino acid synthesis.asparagines; amino acid degradation.asparagines; amino acid synthesis.aspartate; amino acid degradation.aspartate',M
_13.1.3.2_,'amino acid metabolism.synthesis.aspartate family.threonine','','',
_13.1.3.2.1_,'amino acid metabolism.synthesis.aspartate family.threonine.threonine synthase','eucgr.c00846.1.p',"'(q9mt28|thrc_soltu : 847.0) Threonine synthase, chloroplast precursor (EC 4.2.3.1) (TS) - Solanum tuberosum (Potato) & (at4g29840 : 842.0) threonine synthase; METHIONINE OVER-ACCUMULATOR 2 (MTO2); FUNCTIONS IN: threonine synthase activity; INVOLVED IN: threonine biosynthetic process, metabolic process, cellular amino acid metabolic process; LOCATED IN: chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: Threonine synthase (InterPro:IPR004450), Pyridoxal phosphate-dependent enzyme, beta subunit (InterPro:IPR001926), Serine/threonine dehydratase, pyridoxal-phosphate-binding site (InterPro:IPR000634); BEST Arabidopsis thaliana protein match is: Pyridoxal-5'-phosphate-dependent enzyme family protein (TAIR:AT1G72810.1); Has 6824 Blast hits to 6824 proteins in 2025 species: Archae - 409; Bacteria - 4266; Metazoa - 101; Fungi - 24; Plants - 83; Viruses - 0; Other Eukaryotes - 1941 (source: NCBI BLink). & (gnl|cdd|81907 : 320.0) no description available & (ipr001926 : 109.06547) Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily & (reliability: 1684.0) &  (original description: no original description)'",T
_13.1.3.2.1001_,'amino acid metabolism.synthesis.aspartate family.threonine','threonine','amino acid synthesis.isoleucine; amino acid metabolism.threonine; amino acid synthesis.threonine; amino acid degradation.threonine',M
_13.1.3.4_,'amino acid metabolism.synthesis.aspartate family.methionine','eucgr.l01249.1.p',"'(q42699|mete_catro : 1233.0) 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Vitamin-B12-independent methionine synthase isozyme) (Cobalamin-independent methionine synthase isozyme) - Catharanthus roseus (Rosy periwinkle) (Madag & (at5g17920 : 1228.0) Encodes a cytosolic cobalamin-independent methionine synthase, involved in methionine regeneration via the activated methyl cycle (SAM cycle). The protein undergoes thiolation following treatment with the oxidant tert-butylhydroperoxide.; COBALAMIN-INDEPENDENT METHIONINE SYNTHASE (ATCIMS); FUNCTIONS IN: 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity, methionine synthase activity; INVOLVED IN: response to zinc ion, response to salt stress, methionine biosynthetic process; LOCATED IN: in 6 components; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: seedling growth, seed development stages; CONTAINS InterPro DOMAIN/s: Cobalamin (vitamin B12)-independent methionine synthase MetE, N-terminal (InterPro:IPR013215), Methionine synthase, vitamin-B12 independent (InterPro:IPR002629), 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase (InterPro:IPR006276); BEST Arabidopsis thaliana protein match is: methionine synthase 2 (TAIR:AT3G03780.3); Has 4442 Blast hits to 4434 proteins in 1682 species: Archae - 183; Bacteria - 3246; Metazoa - 14; Fungi - 206; Plants - 251; Viruses - 2; Other Eukaryotes - 540 (source: NCBI BLink). & (gnl|cdd|37474 : 1192.0) no description available & (gnl|cdd|81472 : 1055.0) no description available & (ipr002629 : 279.5044) Methionine synthase, vitamin-B12 independent & (reliability: 2945.1328) &  (original description: no original description)'",T
_13.1.3.4_,'amino acid metabolism.synthesis.aspartate family.methionine','eucgr.j00612.1.p',"'(q42699|mete_catro : 1378.0) 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Vitamin-B12-independent methionine synthase isozyme) (Cobalamin-independent methionine synthase isozyme) - Catharanthus roseus (Rosy periwinkle) (Madag & (at5g17920 : 1375.0) Encodes a cytosolic cobalamin-independent methionine synthase, involved in methionine regeneration via the activated methyl cycle (SAM cycle). The protein undergoes thiolation following treatment with the oxidant tert-butylhydroperoxide.; COBALAMIN-INDEPENDENT METHIONINE SYNTHASE (ATCIMS); FUNCTIONS IN: 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity, methionine synthase activity; INVOLVED IN: response to zinc ion, response to salt stress, methionine biosynthetic process; LOCATED IN: in 6 components; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: seedling growth, seed development stages; CONTAINS InterPro DOMAIN/s: Cobalamin (vitamin B12)-independent methionine synthase MetE, N-terminal (InterPro:IPR013215), Methionine synthase, vitamin-B12 independent (InterPro:IPR002629), 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase (InterPro:IPR006276); BEST Arabidopsis thaliana protein match is: methionine synthase 2 (TAIR:AT3G03780.3); Has 4442 Blast hits to 4434 proteins in 1682 species: Archae - 183; Bacteria - 3246; Metazoa - 14; Fungi - 206; Plants - 251; Viruses - 2; Other Eukaryotes - 540 (source: NCBI BLink). & (gnl|cdd|37474 : 1353.0) no description available & (gnl|cdd|81472 : 1184.0) no description available & (ipr002629 : 342.12967) Methionine synthase, vitamin-B12 independent & (reliability: 3348.727) &  (original description: no original description)'",T
_13.1.3.4_,'amino acid metabolism.synthesis.aspartate family.methionine','eucgr.h04112.1.p',"'(q96551|metk_catro : 753.0) S-adenosylmethionine synthetase 1 (EC 2.5.1.6) (Methionine adenosyltransferase 1) (AdoMet synthetase 1) - Catharanthus roseus (Rosy periwinkle) (Madagascar periwinkle) & (at1g02500 : 733.0) encodes a S-adenosylmethionine synthetase. SAM1 is regulated by protein S-nitrosylation. The covalent binding of nitric oxide (NO) to the Cys114 residue inhibits the enzyme activity.; S-adenosylmethionine synthetase 1 (SAM1); FUNCTIONS IN: methionine adenosyltransferase activity; INVOLVED IN: response to cadmium ion, response to salt stress, ethylene biosynthetic process, S-adenosylmethionine biosynthetic process; LOCATED IN: cell wall, plasma membrane, membrane; EXPRESSED IN: 30 plant structures; EXPRESSED DURING: 17 growth stages; CONTAINS InterPro DOMAIN/s: S-adenosylmethionine synthetase (InterPro:IPR002133), S-adenosylmethionine synthetase superfamily (InterPro:IPR022636), S-adenosylmethionine synthetase, N-terminal (InterPro:IPR022628), S-adenosylmethionine synthetase, C-terminal (InterPro:IPR022630), S-adenosylmethionine synthetase, conserved site (InterPro:IPR022631), S-adenosylmethionine synthetase, central domain (InterPro:IPR022629); BEST Arabidopsis thaliana protein match is: S-adenosylmethionine synthetase 2 (TAIR:AT4G01850.2); Has 10905 Blast hits to 10897 proteins in 2898 species: Archae - 12; Bacteria - 5497; Metazoa - 373; Fungi - 167; Plants - 706; Viruses - 1; Other Eukaryotes - 4149 (source: NCBI BLink). & (gnl|cdd|36719 : 687.0) no description available & (gnl|cdd|81480 : 612.0) no description available & (ipr022630 : 155.47717) S-adenosylmethionine synthetase, C-terminal & (reliability: 1386.0) &  (original description: no original description)'",T
_13.1.3.4_,'amino acid metabolism.synthesis.aspartate family.methionine','eucgr.a01021.4.p',"'(q96552|metl_catro : 753.0) S-adenosylmethionine synthetase 2 (EC 2.5.1.6) (Methionine adenosyltransferase 2) (AdoMet synthetase 2) - Catharanthus roseus (Rosy periwinkle) (Madagascar periwinkle) & (at4g01850 : 734.0) S-adenosylmethionine synthetase 2 (SAM-2); FUNCTIONS IN: methionine adenosyltransferase activity; INVOLVED IN: one-carbon metabolic process, S-adenosylmethionine biosynthetic process; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: S-adenosylmethionine synthetase (InterPro:IPR002133), S-adenosylmethionine synthetase superfamily (InterPro:IPR022636), S-adenosylmethionine synthetase, N-terminal (InterPro:IPR022628), S-adenosylmethionine synthetase, C-terminal (InterPro:IPR022630), S-adenosylmethionine synthetase, conserved site (InterPro:IPR022631), S-adenosylmethionine synthetase, central domain (InterPro:IPR022629); BEST Arabidopsis thaliana protein match is: S-adenosylmethionine synthetase 1 (TAIR:AT1G02500.2); Has 10906 Blast hits to 10898 proteins in 2898 species: Archae - 12; Bacteria - 5497; Metazoa - 373; Fungi - 167; Plants - 706; Viruses - 1; Other Eukaryotes - 4150 (source: NCBI BLink). & (gnl|cdd|36719 : 683.0) no description available & (gnl|cdd|81480 : 606.0) no description available & (ipr022630 : 154.6017) S-adenosylmethionine synthetase, C-terminal & (reliability: 1394.0) &  (original description: no original description)'",T
_13.1.3.4_,'amino acid metabolism.synthesis.aspartate family.methionine','eucgr.a02126.4.p',"'(at5g17920 : 1421.0) Encodes a cytosolic cobalamin-independent methionine synthase, involved in methionine regeneration via the activated methyl cycle (SAM cycle). The protein undergoes thiolation following treatment with the oxidant tert-butylhydroperoxide.; COBALAMIN-INDEPENDENT METHIONINE SYNTHASE (ATCIMS); FUNCTIONS IN: 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity, methionine synthase activity; INVOLVED IN: response to zinc ion, response to salt stress, methionine biosynthetic process; LOCATED IN: in 6 components; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: seedling growth, seed development stages; CONTAINS InterPro DOMAIN/s: Cobalamin (vitamin B12)-independent methionine synthase MetE, N-terminal (InterPro:IPR013215), Methionine synthase, vitamin-B12 independent (InterPro:IPR002629), 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase (InterPro:IPR006276); BEST Arabidopsis thaliana protein match is: methionine synthase 2 (TAIR:AT3G03780.3); Has 4442 Blast hits to 4434 proteins in 1682 species: Archae - 183; Bacteria - 3246; Metazoa - 14; Fungi - 206; Plants - 251; Viruses - 2; Other Eukaryotes - 540 (source: NCBI BLink). & (q42699|mete_catro : 1418.0) 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Vitamin-B12-independent methionine synthase isozyme) (Cobalamin-independent methionine synthase isozyme) - Catharanthus roseus (Rosy periwinkle) (Madag & (gnl|cdd|37474 : 1359.0) no description available & (gnl|cdd|81472 : 1185.0) no description available & (ipr002629 : 343.3863) Methionine synthase, vitamin-B12 independent & (reliability: 3442.926) &  (original description: no original description)'",T
_13.1.3.4_,'amino acid metabolism.synthesis.aspartate family.methionine','eucgr.k00588.2.p',"'(q96551|metk_catro : 729.0) S-adenosylmethionine synthetase 1 (EC 2.5.1.6) (Methionine adenosyltransferase 1) (AdoMet synthetase 1) - Catharanthus roseus (Rosy periwinkle) (Madagascar periwinkle) & (at1g02500 : 718.0) encodes a S-adenosylmethionine synthetase. SAM1 is regulated by protein S-nitrosylation. The covalent binding of nitric oxide (NO) to the Cys114 residue inhibits the enzyme activity.; S-adenosylmethionine synthetase 1 (SAM1); FUNCTIONS IN: methionine adenosyltransferase activity; INVOLVED IN: response to cadmium ion, response to salt stress, ethylene biosynthetic process, S-adenosylmethionine biosynthetic process; LOCATED IN: cell wall, plasma membrane, membrane; EXPRESSED IN: 30 plant structures; EXPRESSED DURING: 17 growth stages; CONTAINS InterPro DOMAIN/s: S-adenosylmethionine synthetase (InterPro:IPR002133), S-adenosylmethionine synthetase superfamily (InterPro:IPR022636), S-adenosylmethionine synthetase, N-terminal (InterPro:IPR022628), S-adenosylmethionine synthetase, C-terminal (InterPro:IPR022630), S-adenosylmethionine synthetase, conserved site (InterPro:IPR022631), S-adenosylmethionine synthetase, central domain (InterPro:IPR022629); BEST Arabidopsis thaliana protein match is: S-adenosylmethionine synthetase 2 (TAIR:AT4G01850.2); Has 10905 Blast hits to 10897 proteins in 2898 species: Archae - 12; Bacteria - 5497; Metazoa - 373; Fungi - 167; Plants - 706; Viruses - 1; Other Eukaryotes - 4149 (source: NCBI BLink). & (gnl|cdd|36719 : 660.0) no description available & (gnl|cdd|81480 : 580.0) no description available & (ipr022630 : 130.84189) S-adenosylmethionine synthetase, C-terminal & (reliability: 1350.0) &  (original description: no original description)'",T
_13.1.3.4_,'amino acid metabolism.synthesis.aspartate family.methionine','eucgr.k01508.1.p',"'(q42699|mete_catro : 1385.0) 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Vitamin-B12-independent methionine synthase isozyme) (Cobalamin-independent methionine synthase isozyme) - Catharanthus roseus (Rosy periwinkle) (Madag & (at5g17920 : 1365.0) Encodes a cytosolic cobalamin-independent methionine synthase, involved in methionine regeneration via the activated methyl cycle (SAM cycle). The protein undergoes thiolation following treatment with the oxidant tert-butylhydroperoxide.; COBALAMIN-INDEPENDENT METHIONINE SYNTHASE (ATCIMS); FUNCTIONS IN: 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity, methionine synthase activity; INVOLVED IN: response to zinc ion, response to salt stress, methionine biosynthetic process; LOCATED IN: in 6 components; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: seedling growth, seed development stages; CONTAINS InterPro DOMAIN/s: Cobalamin (vitamin B12)-independent methionine synthase MetE, N-terminal (InterPro:IPR013215), Methionine synthase, vitamin-B12 independent (InterPro:IPR002629), 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase (InterPro:IPR006276); BEST Arabidopsis thaliana protein match is: methionine synthase 2 (TAIR:AT3G03780.3); Has 4442 Blast hits to 4434 proteins in 1682 species: Archae - 183; Bacteria - 3246; Metazoa - 14; Fungi - 206; Plants - 251; Viruses - 2; Other Eukaryotes - 540 (source: NCBI BLink). & (gnl|cdd|37474 : 1307.0) no description available & (gnl|cdd|81472 : 1133.0) no description available & (ipr002629 : 340.37714) Methionine synthase, vitamin-B12 independent & (reliability: 3325.66) &  (original description: no original description)'",T
_13.1.3.4_,'amino acid metabolism.synthesis.aspartate family.methionine','eucgr.g01749.1.p',"'(at4g38800 : 313.0) methylthioadenosine nucleosidase 1 (MTN1); FUNCTIONS IN: catalytic activity, methylthioadenosine nucleosidase activity; INVOLVED IN: L-methionine salvage from methylthioadenosine, nucleoside metabolic process; LOCATED IN: plasma membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Nucleoside phosphorylase (InterPro:IPR000845), Nucleoside phosphorylase, family 1 (InterPro:IPR018017); BEST Arabidopsis thaliana protein match is: Phosphorylase superfamily protein (TAIR:AT4G34840.1); Has 2898 Blast hits to 2898 proteins in 1272 species: Archae - 0; Bacteria - 2765; Metazoa - 0; Fungi - 0; Plants - 81; Viruses - 0; Other Eukaryotes - 52 (source: NCBI BLink). & (reliability: 626.0) &  (original description: no original description)'",T
_13.1.3.4_,'amino acid metabolism.synthesis.aspartate family.methionine','eucgr.g01748.1.p',"'(at4g38800 : 337.0) methylthioadenosine nucleosidase 1 (MTN1); FUNCTIONS IN: catalytic activity, methylthioadenosine nucleosidase activity; INVOLVED IN: L-methionine salvage from methylthioadenosine, nucleoside metabolic process; LOCATED IN: plasma membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Nucleoside phosphorylase (InterPro:IPR000845), Nucleoside phosphorylase, family 1 (InterPro:IPR018017); BEST Arabidopsis thaliana protein match is: Phosphorylase superfamily protein (TAIR:AT4G34840.1); Has 2898 Blast hits to 2898 proteins in 1272 species: Archae - 0; Bacteria - 2765; Metazoa - 0; Fungi - 0; Plants - 81; Viruses - 0; Other Eukaryotes - 52 (source: NCBI BLink). & (reliability: 674.0) &  (original description: no original description)'",T
_13.1.3.4.1_,'amino acid metabolism.synthesis.aspartate family.methionine.cystathionine gamma-synthase','eucgr.i01959.2.p',"'(at3g01120 : 703.0) encodes a cystathionine gamma-synthase, which performs the first committed step in methionine biosynthesis. A conserved motif of 13 amino acids in the first exon is required for posttranscriptional autoregulation. This enzyme shares the same substrate as threonine synthase (TS) and its absence transcriptionally affects 8 genes in the genome.; METHIONINE OVERACCUMULATION 1 (MTO1); FUNCTIONS IN: cystathionine gamma-synthase activity; INVOLVED IN: methionine biosynthetic process; LOCATED IN: chloroplast; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Pyridoxal phosphate-dependent transferase, major domain (InterPro:IPR015424), Cys/Met metabolism, pyridoxal phosphate-dependent enzyme (InterPro:IPR000277), Pyridoxal phosphate-dependent transferase, major region, subdomain 1 (InterPro:IPR015421), Pyridoxal phosphate-dependent transferase, major region, subdomain 2 (InterPro:IPR015422); BEST Arabidopsis thaliana protein match is: Pyridoxal phosphate (PLP)-dependent transferases superfamily protein (TAIR:AT1G33320.1); Has 21364 Blast hits to 20702 proteins in 2452 species: Archae - 220; Bacteria - 11705; Metazoa - 241; Fungi - 842; Plants - 284; Viruses - 13; Other Eukaryotes - 8059 (source: NCBI BLink). & (gnl|cdd|85211 : 466.0) no description available & (gnl|cdd|35276 : 448.0) no description available & (ipr000277 : 310.06052) Cys/Met metabolism, pyridoxal phosphate-dependent enzyme & (reliability: 1406.0) &  (original description: no original description)'",T
_13.1.3.4.2_,'amino acid metabolism.synthesis.aspartate family.methionine.cystathionine beta-lyase','eucgr.a02261.5.p',"'(at3g57050 : 667.0) Encodes second enzyme in the methionine biosynthetic pathway; cystathionine beta-lyase (CBL); FUNCTIONS IN: cystathionine beta-lyase activity; INVOLVED IN: L-methionine biosynthetic process from L-homoserine via cystathionine; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Pyridoxal phosphate-dependent transferase, major domain (InterPro:IPR015424), Cys/Met metabolism, pyridoxal phosphate-dependent enzyme (InterPro:IPR000277), Cystathionine beta-lyase, eukaryotic (InterPro:IPR006238), Pyridoxal phosphate-dependent transferase, major region, subdomain 1 (InterPro:IPR015421), Pyridoxal phosphate-dependent transferase, major region, subdomain 2 (InterPro:IPR015422); BEST Arabidopsis thaliana protein match is: Pyridoxal phosphate (PLP)-dependent transferases superfamily protein (TAIR:AT3G01120.1); Has 20092 Blast hits to 20089 proteins in 2449 species: Archae - 218; Bacteria - 12272; Metazoa - 204; Fungi - 782; Plants - 267; Viruses - 1; Other Eukaryotes - 6348 (source: NCBI BLink). & (gnl|cdd|85211 : 487.0) no description available & (gnl|cdd|35276 : 427.0) no description available & (ipr000277 : 330.06818) Cys/Met metabolism, pyridoxal phosphate-dependent enzyme & (reliability: 1334.0) &  (original description: no original description)'",T
_13.1.3.4.3_,'amino acid metabolism.synthesis.aspartate family.methionine.methionine synthase','','',
_13.1.3.4.11_,'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase','eucgr.h04112.1.p',"'(q96551|metk_catro : 753.0) S-adenosylmethionine synthetase 1 (EC 2.5.1.6) (Methionine adenosyltransferase 1) (AdoMet synthetase 1) - Catharanthus roseus (Rosy periwinkle) (Madagascar periwinkle) & (at1g02500 : 733.0) encodes a S-adenosylmethionine synthetase. SAM1 is regulated by protein S-nitrosylation. The covalent binding of nitric oxide (NO) to the Cys114 residue inhibits the enzyme activity.; S-adenosylmethionine synthetase 1 (SAM1); FUNCTIONS IN: methionine adenosyltransferase activity; INVOLVED IN: response to cadmium ion, response to salt stress, ethylene biosynthetic process, S-adenosylmethionine biosynthetic process; LOCATED IN: cell wall, plasma membrane, membrane; EXPRESSED IN: 30 plant structures; EXPRESSED DURING: 17 growth stages; CONTAINS InterPro DOMAIN/s: S-adenosylmethionine synthetase (InterPro:IPR002133), S-adenosylmethionine synthetase superfamily (InterPro:IPR022636), S-adenosylmethionine synthetase, N-terminal (InterPro:IPR022628), S-adenosylmethionine synthetase, C-terminal (InterPro:IPR022630), S-adenosylmethionine synthetase, conserved site (InterPro:IPR022631), S-adenosylmethionine synthetase, central domain (InterPro:IPR022629); BEST Arabidopsis thaliana protein match is: S-adenosylmethionine synthetase 2 (TAIR:AT4G01850.2); Has 10905 Blast hits to 10897 proteins in 2898 species: Archae - 12; Bacteria - 5497; Metazoa - 373; Fungi - 167; Plants - 706; Viruses - 1; Other Eukaryotes - 4149 (source: NCBI BLink). & (gnl|cdd|36719 : 687.0) no description available & (gnl|cdd|81480 : 612.0) no description available & (ipr022630 : 155.47717) S-adenosylmethionine synthetase, C-terminal & (reliability: 1466.0) &  (original description: no original description)'",T
_13.1.3.4.11_,'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase','eucgr.a01021.4.p',"'(q96552|metl_catro : 753.0) S-adenosylmethionine synthetase 2 (EC 2.5.1.6) (Methionine adenosyltransferase 2) (AdoMet synthetase 2) - Catharanthus roseus (Rosy periwinkle) (Madagascar periwinkle) & (at4g01850 : 734.0) S-adenosylmethionine synthetase 2 (SAM-2); FUNCTIONS IN: methionine adenosyltransferase activity; INVOLVED IN: one-carbon metabolic process, S-adenosylmethionine biosynthetic process; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: S-adenosylmethionine synthetase (InterPro:IPR002133), S-adenosylmethionine synthetase superfamily (InterPro:IPR022636), S-adenosylmethionine synthetase, N-terminal (InterPro:IPR022628), S-adenosylmethionine synthetase, C-terminal (InterPro:IPR022630), S-adenosylmethionine synthetase, conserved site (InterPro:IPR022631), S-adenosylmethionine synthetase, central domain (InterPro:IPR022629); BEST Arabidopsis thaliana protein match is: S-adenosylmethionine synthetase 1 (TAIR:AT1G02500.2); Has 10906 Blast hits to 10898 proteins in 2898 species: Archae - 12; Bacteria - 5497; Metazoa - 373; Fungi - 167; Plants - 706; Viruses - 1; Other Eukaryotes - 4150 (source: NCBI BLink). & (gnl|cdd|36719 : 683.0) no description available & (gnl|cdd|81480 : 606.0) no description available & (ipr022630 : 154.6017) S-adenosylmethionine synthetase, C-terminal & (reliability: 1468.0) &  (original description: no original description)'",T
_13.1.3.4.11_,'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase','eucgr.k00588.2.p',"'(q96551|metk_catro : 729.0) S-adenosylmethionine synthetase 1 (EC 2.5.1.6) (Methionine adenosyltransferase 1) (AdoMet synthetase 1) - Catharanthus roseus (Rosy periwinkle) (Madagascar periwinkle) & (at1g02500 : 718.0) encodes a S-adenosylmethionine synthetase. SAM1 is regulated by protein S-nitrosylation. The covalent binding of nitric oxide (NO) to the Cys114 residue inhibits the enzyme activity.; S-adenosylmethionine synthetase 1 (SAM1); FUNCTIONS IN: methionine adenosyltransferase activity; INVOLVED IN: response to cadmium ion, response to salt stress, ethylene biosynthetic process, S-adenosylmethionine biosynthetic process; LOCATED IN: cell wall, plasma membrane, membrane; EXPRESSED IN: 30 plant structures; EXPRESSED DURING: 17 growth stages; CONTAINS InterPro DOMAIN/s: S-adenosylmethionine synthetase (InterPro:IPR002133), S-adenosylmethionine synthetase superfamily (InterPro:IPR022636), S-adenosylmethionine synthetase, N-terminal (InterPro:IPR022628), S-adenosylmethionine synthetase, C-terminal (InterPro:IPR022630), S-adenosylmethionine synthetase, conserved site (InterPro:IPR022631), S-adenosylmethionine synthetase, central domain (InterPro:IPR022629); BEST Arabidopsis thaliana protein match is: S-adenosylmethionine synthetase 2 (TAIR:AT4G01850.2); Has 10905 Blast hits to 10897 proteins in 2898 species: Archae - 12; Bacteria - 5497; Metazoa - 373; Fungi - 167; Plants - 706; Viruses - 1; Other Eukaryotes - 4149 (source: NCBI BLink). & (gnl|cdd|36719 : 660.0) no description available & (gnl|cdd|81480 : 580.0) no description available & (ipr022630 : 130.84189) S-adenosylmethionine synthetase, C-terminal & (reliability: 1436.0) &  (original description: no original description)'",T
_13.1.3.4.12_,'amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase','eucgr.c00449.1.p',"'(at2g41040 : 417.0) S-adenosyl-L-methionine-dependent methyltransferases superfamily protein; FUNCTIONS IN: methyltransferase activity; INVOLVED IN: response to karrikin; LOCATED IN: chloroplast, plastoglobule; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: Methyltransferase type 11 (InterPro:IPR013216); BEST Arabidopsis thaliana protein match is: S-adenosyl-L-methionine-dependent methyltransferases superfamily protein (TAIR:AT1G78140.1); Has 8121 Blast hits to 8118 proteins in 1828 species: Archae - 365; Bacteria - 6420; Metazoa - 92; Fungi - 271; Plants - 324; Viruses - 0; Other Eukaryotes - 649 (source: NCBI BLink). & (gnl|cdd|87468 : 81.5) no description available & (reliability: 834.0) &  (original description: no original description)'",T
_13.1.3.4.12_,'amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase','eucgr.h03427.1.p','(at3g22740 : 502.0) homocysteine S-methyltransferase (HMT3); homocysteine S-methyltransferase 3 (HMT3); FUNCTIONS IN: homocysteine S-methyltransferase activity; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 16 plant structures; EXPRESSED DURING: 7 growth stages; CONTAINS InterPro DOMAIN/s: Homocysteine S-methyltransferase (InterPro:IPR003726); BEST Arabidopsis thaliana protein match is: homocysteine methyltransferase 2 (TAIR:AT3G63250.1); Has 6696 Blast hits to 6688 proteins in 1870 species: Archae - 4; Bacteria - 4184; Metazoa - 339; Fungi - 135; Plants - 163; Viruses - 0; Other Eukaryotes - 1871 (source: NCBI BLink). & (q9fum9|hmt2_maize : 451.0) Homocysteine S-methyltransferase 2 (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase 2) (SMM:Hcy S-methyltransferase 2) (ZmHMT-2) - Zea mays (Maize) & (gnl|cdd|83039 : 364.0) no description available & (gnl|cdd|36792 : 329.0) no description available & (ipr003726 : 208.8421) Homocysteine S-methyltransferase & (reliability: 1004.0) &  (original description: no original description)',T
_13.1.3.4.12_,'amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase','eucgr.f00306.2.p',"'(at1g78140 : 418.0) S-adenosyl-L-methionine-dependent methyltransferases superfamily protein; FUNCTIONS IN: methyltransferase activity; INVOLVED IN: metabolic process; LOCATED IN: chloroplast, plastoglobule; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Methyltransferase type 11 (InterPro:IPR013216); BEST Arabidopsis thaliana protein match is: S-adenosyl-L-methionine-dependent methyltransferases superfamily protein (TAIR:AT2G41040.1); Has 6083 Blast hits to 6080 proteins in 1590 species: Archae - 290; Bacteria - 4806; Metazoa - 59; Fungi - 169; Plants - 213; Viruses - 0; Other Eukaryotes - 546 (source: NCBI BLink). & (gnl|cdd|87468 : 91.1) no description available & (reliability: 836.0) &  (original description: no original description)'",T
_13.1.3.4.13_,'amino acid metabolism.synthesis.aspartate family.methionine.methionine S-methyltransferase','eucgr.a00430.1.p',"'(at2g43940 : 295.0) HARMLESS TO OZONE LAYER 3 (HOL3); FUNCTIONS IN: methyltransferase activity, thiopurine S-methyltransferase activity; INVOLVED IN: metabolic process; LOCATED IN: chloroplast, chloroplast envelope; EXPRESSED IN: male gametophyte, guard cell, pollen tube; EXPRESSED DURING: M germinated pollen stage, seedling growth; CONTAINS InterPro DOMAIN/s: Thiopurine S-methyltransferase (InterPro:IPR008854); BEST Arabidopsis thaliana protein match is: HARMLESS TO OZONE LAYER 1 (TAIR:AT2G43910.1); Has 1908 Blast hits to 1904 proteins in 625 species: Archae - 27; Bacteria - 1474; Metazoa - 21; Fungi - 109; Plants - 87; Viruses - 0; Other Eukaryotes - 190 (source: NCBI BLink). & (gnl|cdd|86933 : 169.0) no description available & (ipr008854 : 115.403694) TPMT family & (reliability: 590.0) &  (original description: no original description)'",T
