BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'4.1.5.2.1'	'Amino acid metabolism.biosynthesis.shikimate family.phenylalanine and tyrosine.chorismate mutase'	''	''	
'4.1.5.2.2'	'Amino acid metabolism.biosynthesis.shikimate family.phenylalanine and tyrosine.Tyr-insensitive prephenate dehydrogenase'	''	''	
'4.1.5.2.3'	'Amino acid metabolism.biosynthesis.shikimate family.phenylalanine and tyrosine.prephenate aminotransferase'	'eucgr.i00395.3.p'	'Amino acid metabolism.biosynthesis.shikimate family.phenylalanine and tyrosine.prephenate aminotransferase (original description: none)'	T
'4.1.5.2.4'	'Amino acid metabolism.biosynthesis.shikimate family.phenylalanine and tyrosine.Tyr-sensitive arogenate dehydrogenase'	''	''	
'4.1.5.2.5'	'Amino acid metabolism.biosynthesis.shikimate family.phenylalanine and tyrosine.arogenate dehydratase'	''	''	
'4.1.5.3'	'Amino acid metabolism.biosynthesis.shikimate family.tryptophan'	''	''	
'4.1.5.3.1'	'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.anthranilate synthase complex'	''	''	
'4.1.5.3.1.1'	'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.anthranilate synthase complex.alpha subunit'	'eucgr.b02267.1.p'	'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.anthranilate synthase complex.alpha subunit (original description: none)'	T
'4.1.5.3.1.2'	'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.anthranilate synthase complex.beta subunit'	''	''	
'4.1.5.3.2'	'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.anthranilate phosphoribosyltransferase'	''	''	
'4.1.5.3.3'	'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.phosphoribosyanthranilate isomerase'	''	''	
'4.1.5.3.4'	'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.indole-3-glycerol phosphate synthase'	'eucgr.a01368.2.p'	'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.indole-3-glycerol phosphate synthase (original description: none)'	T
'4.1.5.3.5'	'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.tryptophan synthase complex'	''	''	
'4.1.5.3.5.1'	'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.tryptophan synthase complex.alpha subunit'	''	''	
'4.1.5.3.5.2'	'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.tryptophan synthase complex.beta subunit'	''	''	
'4.2'	'Amino acid metabolism.degradation'	''	''	
'4.2.1'	'Amino acid metabolism.degradation.arginine'	''	''	
'4.2.1.1'	'Amino acid metabolism.degradation.arginine.arginase'	'eucgr.e01445.1.p'	'Amino acid metabolism.degradation.arginine.arginase (original description: none)'	T
'4.2.1.2'	'Amino acid metabolism.degradation.arginine.urease'	''	''	
'4.2.1.3'	'Amino acid metabolism.degradation.arginine.urease accessory protein activities'	''	''	
'4.2.1.3.1'	'Amino acid metabolism.degradation.arginine.urease accessory protein activities.ureD-type urease accessory protein'	''	''	
'4.2.1.3.2'	'Amino acid metabolism.degradation.arginine.urease accessory protein activities.ureF-type urease accessory protein'	''	''	
'4.2.1.3.3'	'Amino acid metabolism.degradation.arginine.urease accessory protein activities.ureG-type urease accessory protein'	'eucgr.e02408.1.p'	'Amino acid metabolism.degradation.arginine.urease accessory protein activities.ureG-type urease accessory protein (original description: none)'	T
'4.2.2'	'Amino acid metabolism.degradation.gamma-aminobutyrate (GABA)'	''	''	
'4.2.2.1'	'Amino acid metabolism.degradation.gamma-aminobutyrate (GABA).GABA transaminase'	'eucgr.k01341.1.p'	'Amino acid metabolism.degradation.gamma-aminobutyrate (GABA).GABA transaminase (original description: none)'	T
'4.2.2.2'	'Amino acid metabolism.degradation.gamma-aminobutyrate (GABA).succinic semialdehyde dehydrogenase'	'eucgr.f04474.1.p'	'Amino acid metabolism.degradation.gamma-aminobutyrate (GABA).succinic semialdehyde dehydrogenase (original description: none)'	T
'4.2.3'	'Amino acid metabolism.degradation.proline'	''	''	
'4.2.3.1'	'Amino acid metabolism.degradation.proline.proline dehydrogenase'	''	''	
'4.2.3.2'	'Amino acid metabolism.degradation.proline.delta-1-pyrroline-5-carboxylate dehydrogenase'	'eucgr.b00436.2.p'	'Amino acid metabolism.degradation.proline.delta-1-pyrroline-5-carboxylate dehydrogenase (original description: none)'	T
'4.2.4'	'Amino acid metabolism.degradation.lysine'	''	''	
'4.2.4.1'	'Amino acid metabolism.degradation.lysine.bifunctional lysine ketoglutarate reductase and saccharopine dehydrogenase'	''	''	
'4.2.5'	'Amino acid metabolism.degradation.threonine'	''	''	
'4.2.5.1'	'Amino acid metabolism.degradation.threonine.threonine aldolase'	'eucgr.h04236.5.p'	'Amino acid metabolism.degradation.threonine.threonine aldolase (original description: none)'	T
'4.2.5.2'	'Amino acid metabolism.degradation.threonine.threonine deaminase'	''	''	
'4.2.6'	'Amino acid metabolism.degradation.cysteine'	''	''	
'4.2.6.1'	'Amino acid metabolism.degradation.cysteine.mercaptopyruvate sulfurtransferase'	'eucgr.f04458.3.p'	'Amino acid metabolism.degradation.cysteine.mercaptopyruvate sulfurtransferase (original description: none)'	T
'4.2.6.2'	'Amino acid metabolism.degradation.cysteine.sulfur dioxygenase'	'eucgr.l01848.1.p'	'Amino acid metabolism.degradation.cysteine.sulfur dioxygenase (original description: none)'	T
'4.2.6.3'	'Amino acid metabolism.degradation.cysteine.cysteine desulfhydrase'	''	''	
'4.2.7'	'Amino acid metabolism.degradation.branched-chain amino acid'	''	''	
'4.2.7.1'	'Amino acid metabolism.degradation.branched-chain amino acid.BCAT branched-chain aminotransferase'	'eucgr.i00664.2.p'	'Amino acid metabolism.degradation.branched-chain amino acid.BCAT branched-chain aminotransferase (original description: none)'	T
'4.2.7.2'	'Amino acid metabolism.degradation.branched-chain amino acid.branched-chain alpha-keto acid dehydrogenase complex'	''	''	
'4.2.7.2.1'	'Amino acid metabolism.degradation.branched-chain amino acid.branched-chain alpha-keto acid dehydrogenase complex.E1 2-oxoisovalerate dehydrogenase subcomplex'	''	''	
'4.2.7.2.1.1'	'Amino acid metabolism.degradation.branched-chain amino acid.branched-chain alpha-keto acid dehydrogenase complex.E1 2-oxoisovalerate dehydrogenase subcomplex.alpha subunit'	''	''	
'4.2.7.2.1.2'	'Amino acid metabolism.degradation.branched-chain amino acid.branched-chain alpha-keto acid dehydrogenase complex.E1 2-oxoisovalerate dehydrogenase subcomplex.beta subunit'	'eucgr.j01753.1.p'	'Amino acid metabolism.degradation.branched-chain amino acid.branched-chain alpha-keto acid dehydrogenase complex.E1 2-oxoisovalerate dehydrogenase subcomplex.beta subunit (original description: none)'	T
'4.2.7.2.2'	'Amino acid metabolism.degradation.branched-chain amino acid.branched-chain alpha-keto acid dehydrogenase complex.E2 lipoamide acyltransferase component'	''	''	
'4.2.7.2.3'	'Amino acid metabolism.degradation.branched-chain amino acid.branched-chain alpha-keto acid dehydrogenase complex.E3 dihydrolipoamide dehydrogenase component'	'eucgr.h04086.1.p'	'Amino acid metabolism.degradation.branched-chain amino acid.branched-chain alpha-keto acid dehydrogenase complex.E3 dihydrolipoamide dehydrogenase component (original description: none)'	T
'4.2.7.3'	'Amino acid metabolism.degradation.branched-chain amino acid.isovaleryl-CoA-dehydrogenase'	'eucgr.b02479.2.p'	'Amino acid metabolism.degradation.branched-chain amino acid.isovaleryl-CoA-dehydrogenase (original description: none)'	T
'4.2.7.4'	'Amino acid metabolism.degradation.branched-chain amino acid.enoyl-CoA hydratase'	'eucgr.e01729.1.p'	'Amino acid metabolism.degradation.branched-chain amino acid.enoyl-CoA hydratase (original description: none)'	T
'4.2.7.5'	'Amino acid metabolism.degradation.branched-chain amino acid.leucine'	''	''	
'4.2.7.5.1'	'Amino acid metabolism.degradation.branched-chain amino acid.leucine.methylcrotonoyl-CoA carboxylase complex'	''	''	
'4.2.7.5.1.1'	'Amino acid metabolism.degradation.branched-chain amino acid.leucine.methylcrotonoyl-CoA carboxylase complex.alpha subunit'	'eucgr.h01417.1.p'	'Amino acid metabolism.degradation.branched-chain amino acid.leucine.methylcrotonoyl-CoA carboxylase complex.alpha subunit (original description: none)'	T
'4.2.7.5.1.2'	'Amino acid metabolism.degradation.branched-chain amino acid.leucine.methylcrotonoyl-CoA carboxylase complex.beta subunit'	'eucgr.g01434.1.p'	'Amino acid metabolism.degradation.branched-chain amino acid.leucine.methylcrotonoyl-CoA carboxylase complex.beta subunit (original description: none)'	T
'4.2.7.5.2'	'Amino acid metabolism.degradation.branched-chain amino acid.leucine.hydroxymethylglutaryl-CoA lyase'	''	''	
'4.2.7.5.3'	'Amino acid metabolism.degradation.branched-chain amino acid.leucine.methylglutaconyl-CoA hydratase'	''	''	
'4.2.7.6'	'Amino acid metabolism.degradation.branched-chain amino acid.valine'	''	''	
'4.2.7.6.1'	'Amino acid metabolism.degradation.branched-chain amino acid.valine.3-hydroxyisobutyryl-CoA hydrolase'	'eucgr.e01729.1.p'	'Amino acid metabolism.degradation.branched-chain amino acid.valine.3-hydroxyisobutyryl-CoA hydrolase (original description: none)'	T
'4.2.7.6.2'	'Amino acid metabolism.degradation.branched-chain amino acid.valine.3-hydroxyisobutyrate dehydrogenase'	''	''	
'4.2.7.6.3'	'Amino acid metabolism.degradation.branched-chain amino acid.valine.methylmalonate-semialdehyde dehydrogenase'	'eucgr.i02606.1.p'	'Amino acid metabolism.degradation.branched-chain amino acid.valine.methylmalonate-semialdehyde dehydrogenase (original description: none)'	T
'4.2.7.7'	'Amino acid metabolism.degradation.branched-chain amino acid.acyl-CoA dehydrogenase oxidation'	''	''	
'4.2.7.7.1'	'Amino acid metabolism.degradation.branched-chain amino acid.acyl-CoA dehydrogenase oxidation.ETF electron transfer flavoprotein complex'	''	''	
'4.2.7.7.1.1'	'Amino acid metabolism.degradation.branched-chain amino acid.acyl-CoA dehydrogenase oxidation.ETF electron transfer flavoprotein complex.alpha subunit'	''	''	
'4.2.7.7.1.2'	'Amino acid metabolism.degradation.branched-chain amino acid.acyl-CoA dehydrogenase oxidation.ETF electron transfer flavoprotein complex.beta subunit'	'eucgr.h00173.1.p'	'Amino acid metabolism.degradation.branched-chain amino acid.acyl-CoA dehydrogenase oxidation.ETF electron transfer flavoprotein complex.beta subunit (original description: none)'	T
'4.2.7.7.2'	'Amino acid metabolism.degradation.branched-chain amino acid.acyl-CoA dehydrogenase oxidation.ETF-QO electron transfer flavoprotein-ubiquinone oxidoreductase'	''	''	
'4.2.8'	'Amino acid metabolism.degradation.aromatic amino acid'	''	''	
'4.2.8.1'	'Amino acid metabolism.degradation.aromatic amino acid.aromatic-amino-acid aminotransferase'	'eucgr.f02571.1.p'	'Amino acid metabolism.degradation.aromatic amino acid.aromatic-amino-acid aminotransferase (original description: none)'	T
'4.2.8.2'	'Amino acid metabolism.degradation.aromatic amino acid.tyrosine'	''	''	
'4.2.8.2.1'	'Amino acid metabolism.degradation.aromatic amino acid.tyrosine.homogentisate dioxygenase'	'eucgr.f01185.1.p'	'Amino acid metabolism.degradation.aromatic amino acid.tyrosine.homogentisate dioxygenase (original description: none)'	T
'4.2.8.2.2'	'Amino acid metabolism.degradation.aromatic amino acid.tyrosine.maleylacetoacetate isomerase'	'eucgr.d01135.1.p'	'Amino acid metabolism.degradation.aromatic amino acid.tyrosine.maleylacetoacetate isomerase (original description: none)'	T
'4.2.8.2.3'	'Amino acid metabolism.degradation.aromatic amino acid.tyrosine.fumarylacetoacetate hydrolase'	'eucgr.l00543.2.p'	'Amino acid metabolism.degradation.aromatic amino acid.tyrosine.fumarylacetoacetate hydrolase (original description: none)'	T
'4.2.9'	'Amino acid metabolism.degradation.methionine'	''	''	
'4.2.9.1'	'Amino acid metabolism.degradation.methionine.methionine gamma-lyase'	''	''	
'5'	'Lipid metabolism'	''	''	
'5.1'	'Lipid metabolism.fatty acid synthesis'	''	''	
'5.1.1'	'Lipid metabolism.fatty acid synthesis.citrate shuttle'	''	''	
'5.1.1.1'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.mitochondrial dicarboxylate transporter'	'eucgr.j01770.1.p'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.mitochondrial dicarboxylate transporter (original description: none)'	T
'5.1.1.1'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.mitochondrial dicarboxylate transporter'	'eucgr.b03603.1.p'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.mitochondrial dicarboxylate transporter (original description: none)'	T
'5.1.1.2'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex'	''	''	
'5.1.1.2.1'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex.alpha chain'	'eucgr.b03307.3.p'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex.alpha chain (original description: none)'	T
'5.1.1.2.1'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex.alpha chain'	'eucgr.g02039.3.p'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex.alpha chain (original description: none)'	T
'5.1.1.2.2'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex.beta chain'	'eucgr.h04045.2.p'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex.beta chain (original description: none)'	T
'5.1.1.2.2'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex.beta chain'	'eucgr.i00055.1.p'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex.beta chain (original description: none)'	T
'5.1.1.3'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NAD-dependent malate dehydrogenase'	'eucgr.h03047.1.p'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NAD-dependent malate dehydrogenase (original description: none)'	T
'5.1.1.4'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NADP-dependent malic enzyme'	'eucgr.j02940.3.p'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NADP-dependent malic enzyme (original description: none)'	T
'5.1.1.4'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NADP-dependent malic enzyme'	'eucgr.c03762.1.p'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NADP-dependent malic enzyme (original description: none)'	T
'5.1.1.4'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NADP-dependent malic enzyme'	'eucgr.c00609.1.p'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NADP-dependent malic enzyme (original description: none)'	T
'5.1.1.4'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NADP-dependent malic enzyme'	'eucgr.c01003.3.p'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NADP-dependent malic enzyme (original description: none)'	T
'5.1.1.5'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.mitochondrial pyruvate transporter'	'eucgr.l01465.1.p'	'Lipid metabolism.fatty acid synthesis.citrate shuttle.mitochondrial pyruvate transporter (original description: none)'	T
'5.1.2'	'Lipid metabolism.fatty acid synthesis.phosphoenolpyruvate translocator'	'eucgr.b00299.1.p'	'Lipid metabolism.fatty acid synthesis.phosphoenolpyruvate translocator (original description: none)'	T
'5.1.3'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation'	''	''	
'5.1.3.1'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate kinase'	'eucgr.h00506.1.p'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate kinase (original description: none)'	T
'5.1.3.2'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex'	''	''	
'5.1.3.2.1'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex.E1 pyruvate dehydrogenase component'	''	''	
'5.1.3.2.1.1'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex.E1 pyruvate dehydrogenase component.alpha subunit'	'eucgr.e01069.2.p'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex.E1 pyruvate dehydrogenase component.alpha subunit (original description: none)'	T
'5.1.3.2.1.2'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex.E1 pyruvate dehydrogenase component.beta subunit'	''	''	
'5.1.3.2.2'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex.E2 dihydrolipoamide acetyltransferase component'	'eucgr.g02332.1.p'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex.E2 dihydrolipoamide acetyltransferase component (original description: none)'	T
'5.1.3.2.3'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex.E3 dihydrolipoamide dehydrogenase component'	'eucgr.a00348.1.p'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex.E3 dihydrolipoamide dehydrogenase component (original description: none)'	T
'5.1.3.3'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.acetyl-CoA synthetase'	'eucgr.g01905.1.p'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.acetyl-CoA synthetase (original description: none)'	T
'5.1.3.4'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.malonyl-CoA decarboxylase'	''	''	
'5.1.4'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation'	''	''	
'5.1.4.1'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.monomeric acetyl-CoA carboxylase'	'eucgr.f00484.1.p'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.monomeric acetyl-CoA carboxylase (original description: none)'	T
'5.1.4.2'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex'	''	''	
'5.1.4.2.1'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex.carboxyltransferase alpha subunit'	'eucgr.b02769.1.p'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex.carboxyltransferase alpha subunit (original description: none)'	T
'5.1.4.2.2'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex.carboxyltransferase beta subunit'	'tr|t1qlc4|t1qlc4_eucgl'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex.carboxyltransferase beta subunit (original description: none)'	T
'5.1.4.2.3'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex.biotin carboxyl carrier subunit'	'eucgr.b01425.1.p'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex.biotin carboxyl carrier subunit (original description: none)'	T
'5.1.4.2.4'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex.biotin carboxylase subunit'	'eucgr.c02177.1.p'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex.biotin carboxylase subunit (original description: none)'	T
'5.1.4.3'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.acetyl-CoA carboxylase regulator (BADC)'	'eucgr.g03100.1.p'	'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.acetyl-CoA carboxylase regulator (BADC) (original description: none)'	T
'5.1.5'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system'	''	''	
'5.1.5.1'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.acyl carrier protein (ptACP)'	'eucgr.h03474.1.p'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.acyl carrier protein (ptACP) (original description: none)'	T
'5.1.5.1'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.acyl carrier protein (ptACP)'	'eucgr.b01262.2.p'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.acyl carrier protein (ptACP) (original description: none)'	T
'5.1.5.1'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.acyl carrier protein (ptACP)'	'eucgr.g01960.3.p'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.acyl carrier protein (ptACP) (original description: none)'	T
'5.1.5.2'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP synthase activities'	''	''	
'5.1.5.2.1'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP synthase activities.ketoacyl-ACP synthase I'	'eucgr.d00305.2.p'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP synthase activities.ketoacyl-ACP synthase I (original description: none)'	T
'5.1.5.2.2'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP synthase activities.ketoacyl-ACP synthase II'	'eucgr.c03291.2.p'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP synthase activities.ketoacyl-ACP synthase II (original description: none)'	T
'5.1.5.2.3'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP synthase activities.ketoacyl-ACP synthase III'	''	''	
'5.1.5.3'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.hydroxyacyl-ACP dehydratase (ptHD)'	'eucgr.i02676.1.p'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.hydroxyacyl-ACP dehydratase (ptHD) (original description: none)'	T
'5.1.5.4'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP reductase'	'eucgr.h04666.1.p'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP reductase (original description: none)'	T
'5.1.5.4'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP reductase'	'eucgr.b03460.3.p'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP reductase (original description: none)'	T
'5.1.5.5'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.enoyl-ACP reductase'	'eucgr.a02448.1.p'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.enoyl-ACP reductase (original description: none)'	T
'5.1.5.5'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.enoyl-ACP reductase'	'eucgr.b02592.1.p'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.enoyl-ACP reductase (original description: none)'	T
'5.1.6'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system'	''	''	
'5.1.6.1'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.acyl carrier protein (mtACP)'	'eucgr.e01706.1.p'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.acyl carrier protein (mtACP) (original description: none)'	T
'5.1.6.2'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.phosphopantetheinyl transferase (mtPPT)'	''	''	
'5.1.6.3'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.malonyl-CoA synthetase (mtMCS)'	'eucgr.j02955.1.p'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.malonyl-CoA synthetase (mtMCS) (original description: none)'	T
'5.1.6.4'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.malonyl-CoA:ACP transacylase'	'eucgr.j01859.1.p'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.malonyl-CoA:ACP transacylase (original description: none)'	T
'5.1.6.5'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.ketoacyl-ACP synthase (mtKAS)'	''	''	
'5.1.6.6'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.hydroxyacyl-ACP dehydratase (mtHD)'	''	''	
'5.1.7'	'Lipid metabolism.fatty acid synthesis.fatty acid chain termination'	''	''	
'5.1.7.1'	'Lipid metabolism.fatty acid synthesis.fatty acid chain termination.oleoyl-ACP thioesterase'	''	''	
'5.1.7.2'	'Lipid metabolism.fatty acid synthesis.fatty acid chain termination.palmitoyl-ACP thioesterase'	''	''	
'5.1.8'	'Lipid metabolism.fatty acid synthesis.stearoyl-ACP desaturase'	'eucgr.l00008.1.p'	'Lipid metabolism.fatty acid synthesis.stearoyl-ACP desaturase (original description: none)'	T
'5.1.9'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation'	''	''	
'5.1.9.1'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.delta-7/delta-9 fatty acid desaturase'	''	''	
'5.1.9.2'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.omega-3/omega-6 fatty acid desaturase'	'eucgr.j00200.1.p'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.omega-3/omega-6 fatty acid desaturase (original description: none)'	T
'5.1.9.3'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.delta 3-trans-hexadecenoic acid phosphatidylglycerol desaturase'	''	''	
'5.1.9.4'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation'	''	''	
'5.1.9.4.1'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex'	''	''	
'5.1.9.4.1.1'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.KCS 3-ketoacyl-CoA synthase'	''	''	
'5.1.9.4.1.2'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.KCR 3-ketoacyl-CoA reductase'	'eucgr.b03234.1.p'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.KCR 3-ketoacyl-CoA reductase (original description: none)'	T
'5.1.9.4.1.3'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.HCD 3-hydroxyacyl-CoA dehydratase'	''	''	
'5.1.9.4.1.4'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.ECR enoyl-CoA reductase'	'eucgr.g02931.1.p'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.ECR enoyl-CoA reductase (original description: none)'	T
'5.1.9.4.2'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.very long chain fatty acid elongation'	''	''	
