BINCODE,NAME,IDENTIFIER,DESCRIPTION,TYPE
_4.1.2.2.6.2.1_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.L-homocysteine S-methyltransferase activities.cobalamine-independent methionine synthase','eucgr.j00612.1.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.L-homocysteine S-methyltransferase activities.cobalamine-independent methionine synthase (original description: none)',T
_4.1.2.2.6.2.1_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.L-homocysteine S-methyltransferase activities.cobalamine-independent methionine synthase','eucgr.a02126.4.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.L-homocysteine S-methyltransferase activities.cobalamine-independent methionine synthase (original description: none)',T
_4.1.2.2.6.2.1_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.L-homocysteine S-methyltransferase activities.cobalamine-independent methionine synthase','eucgr.k01508.1.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.L-homocysteine S-methyltransferase activities.cobalamine-independent methionine synthase (original description: none)',T
_4.1.2.2.6.2.2_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.L-homocysteine S-methyltransferase activities.cobalamine-dependent methionine synthase','','',
_4.1.2.2.6.3_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.S-methylmethionine cycle','','',
_4.1.2.2.6.3.1_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.S-methylmethionine cycle.homocysteine S-methyltransferase','eucgr.h03427.1.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.S-methylmethionine cycle.homocysteine S-methyltransferase (original description: none)',T
_4.1.2.2.6.3.2_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.S-methylmethionine cycle.methionine S-methyltransferase','eucgr.g00060.1.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.S-methylmethionine cycle.methionine S-methyltransferase (original description: none)',T
_4.1.2.2.6.4_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway','','',
_4.1.2.2.6.4.1_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.methylthioadenosine nucleosidase','eucgr.g01749.1.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.methylthioadenosine nucleosidase (original description: none)',T
_4.1.2.2.6.4.1_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.methylthioadenosine nucleosidase','eucgr.g01748.1.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.methylthioadenosine nucleosidase (original description: none)',T
_4.1.2.2.6.4.2_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.methylthioribose kinase','eucgr.i01098.1.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.methylthioribose kinase (original description: none)',T
_4.1.2.2.6.4.2_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.methylthioribose kinase','eucgr.i01100.1.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.methylthioribose kinase (original description: none)',T
_4.1.2.2.6.4.3_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.methylthioribose-1-phosphate isomerase','eucgr.c00793.1.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.methylthioribose-1-phosphate isomerase (original description: none)',T
_4.1.2.2.6.4.4_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.bifunctional methylthioribulose-1-phosphate dehydratase and enolase-phosphatase','eucgr.f01149.2.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.bifunctional methylthioribulose-1-phosphate dehydratase and enolase-phosphatase (original description: none)',T
_4.1.2.2.6.4.4_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.bifunctional methylthioribulose-1-phosphate dehydratase and enolase-phosphatase','eucgr.f03307.1.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.bifunctional methylthioribulose-1-phosphate dehydratase and enolase-phosphatase (original description: none)',T
_4.1.2.2.6.4.5_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.acireductone dioxygenase','eucgr.b01018.2.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.acireductone dioxygenase (original description: none)',T
_4.1.2.2.6.4.5_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.acireductone dioxygenase','eucgr.b01017.1.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.methionine.salvage pathway.acireductone dioxygenase (original description: none)',T
_4.1.2.2.7_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.threonine','','',
_4.1.2.2.7.1_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.threonine.threonine synthase','eucgr.c00846.1.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.threonine.threonine synthase (original description: none)',T
_4.1.2.2.8_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.isoleucine','','',
_4.1.2.2.8.1_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.isoleucine.threonine deaminase','','',
_4.1.2.2.8.2_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.isoleucine.methionine gamma-lyase','','',
_4.1.2.2.8.3_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.isoleucine.acetolactate synthase complex','','',
_4.1.2.2.8.3.1_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.isoleucine.acetolactate synthase complex.catalytic subunit','','',
_4.1.2.2.8.3.2_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.isoleucine.acetolactate synthase complex.regulatory subunit','eucgr.l00052.2.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.isoleucine.acetolactate synthase complex.regulatory subunit (original description: none)',T
_4.1.2.2.8.4_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.isoleucine.ketol-acid reductoisomerase','eucgr.k01105.1.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.isoleucine.ketol-acid reductoisomerase (original description: none)',T
_4.1.2.2.8.5_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.isoleucine.dihydroxy-acid dehydratase','eucgr.h02826.1.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.isoleucine.dihydroxy-acid dehydratase (original description: none)',T
_4.1.2.2.8.5_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.isoleucine.dihydroxy-acid dehydratase','eucgr.h02825.1.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.isoleucine.dihydroxy-acid dehydratase (original description: none)',T
_4.1.2.2.8.6_,'Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.isoleucine.valine/leucine/isoleucine aminotransferase','eucgr.i00664.2.p','Amino acid metabolism.biosynthesis.aspartate family.aspartate-derived amino acids.isoleucine.valine/leucine/isoleucine aminotransferase (original description: none)',T
_4.1.3_,'Amino acid metabolism.biosynthesis.pyruvate family','','',
_4.1.3.1_,'Amino acid metabolism.biosynthesis.pyruvate family.alanine','','',
_4.1.3.1.1_,'Amino acid metabolism.biosynthesis.pyruvate family.alanine.alanine aminotransferase','eucgr.i02163.1.p','Amino acid metabolism.biosynthesis.pyruvate family.alanine.alanine aminotransferase (original description: none)',T
_4.1.3.2_,'Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids','','',
_4.1.3.2.1_,'Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.acetolactate synthase complex','','',
_4.1.3.2.1.1_,'Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.acetolactate synthase complex.catalytic subunit','','',
_4.1.3.2.1.2_,'Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.acetolactate synthase complex.regulatory subunit','eucgr.l00052.2.p','Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.acetolactate synthase complex.regulatory subunit (original description: none)',T
_4.1.3.2.2_,'Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.ketol-acid reductoisomerase','eucgr.k01105.1.p','Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.ketol-acid reductoisomerase (original description: none)',T
_4.1.3.2.3_,'Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.dihydroxy-acid dehydratase','eucgr.h02826.1.p','Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.dihydroxy-acid dehydratase (original description: none)',T
_4.1.3.2.3_,'Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.dihydroxy-acid dehydratase','eucgr.h02825.1.p','Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.dihydroxy-acid dehydratase (original description: none)',T
_4.1.3.2.4_,'Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.valine/leucine/isoleucine aminotransferase','eucgr.i00664.2.p','Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.valine/leucine/isoleucine aminotransferase (original description: none)',T
_4.1.3.2.5_,'Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.leucine','','',
_4.1.3.2.5.1_,'Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.leucine.2-isopropylmalate synthase','eucgr.a00249.1.p','Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.leucine.2-isopropylmalate synthase (original description: none)',T
_4.1.3.2.5.1_,'Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.leucine.2-isopropylmalate synthase','eucgr.a00248.1.p','Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.leucine.2-isopropylmalate synthase (original description: none)',T
_4.1.3.2.5.2_,'Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.leucine.isopropylmalate isomerase dimer','','',
_4.1.3.2.5.2.1_,'Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.leucine.isopropylmalate isomerase dimer.large subunit','eucgr.h02913.3.p','Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.leucine.isopropylmalate isomerase dimer.large subunit (original description: none)',T
_4.1.3.2.5.2.2_,'Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.leucine.isopropylmalate isomerase dimer.small subunit','','',
_4.1.3.2.5.3_,'Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.leucine.3-isopropylmalate dehydrogenase','eucgr.f03933.1.p','Amino acid metabolism.biosynthesis.pyruvate family.pyruvate-derived amino acids.leucine.3-isopropylmalate dehydrogenase (original description: none)',T
_4.1.4_,'Amino acid metabolism.biosynthesis.serine family','','',
_4.1.4.1_,'Amino acid metabolism.biosynthesis.serine family.non-photorespiratory serine','','',
_4.1.4.1.1_,'Amino acid metabolism.biosynthesis.serine family.non-photorespiratory serine.phosphoglycerate dehydrogenase','eucgr.c03233.1.p','Amino acid metabolism.biosynthesis.serine family.non-photorespiratory serine.phosphoglycerate dehydrogenase (original description: none)',T
_4.1.4.1.1_,'Amino acid metabolism.biosynthesis.serine family.non-photorespiratory serine.phosphoglycerate dehydrogenase','eucgr.f02299.1.p','Amino acid metabolism.biosynthesis.serine family.non-photorespiratory serine.phosphoglycerate dehydrogenase (original description: none)',T
_4.1.4.1.1_,'Amino acid metabolism.biosynthesis.serine family.non-photorespiratory serine.phosphoglycerate dehydrogenase','eucgr.h03220.1.p','Amino acid metabolism.biosynthesis.serine family.non-photorespiratory serine.phosphoglycerate dehydrogenase (original description: none)',T
_4.1.4.1.1_,'Amino acid metabolism.biosynthesis.serine family.non-photorespiratory serine.phosphoglycerate dehydrogenase','eucgr.g01359.1.p','Amino acid metabolism.biosynthesis.serine family.non-photorespiratory serine.phosphoglycerate dehydrogenase (original description: none)',T
_4.1.4.1.2_,'Amino acid metabolism.biosynthesis.serine family.non-photorespiratory serine.phosphoserine aminotransferase','eucgr.i02231.1.p','Amino acid metabolism.biosynthesis.serine family.non-photorespiratory serine.phosphoserine aminotransferase (original description: none)',T
_4.1.4.1.3_,'Amino acid metabolism.biosynthesis.serine family.non-photorespiratory serine.phosphoserine phosphatase','','',
_4.1.4.2_,'Amino acid metabolism.biosynthesis.serine family.cysteine','','',
_4.1.4.2.1_,'Amino acid metabolism.biosynthesis.serine family.cysteine.serine O-acetyltransferase','','',
_4.1.4.2.2_,'Amino acid metabolism.biosynthesis.serine family.cysteine.O-acetylserine(thiol)lyase','eucgr.h03464.1.p','Amino acid metabolism.biosynthesis.serine family.cysteine.O-acetylserine(thiol)lyase (original description: none)',T
_4.1.4.2.2_,'Amino acid metabolism.biosynthesis.serine family.cysteine.O-acetylserine(thiol)lyase','eucgr.l00009.1.p','Amino acid metabolism.biosynthesis.serine family.cysteine.O-acetylserine(thiol)lyase (original description: none)',T
_4.1.4.3_,'Amino acid metabolism.biosynthesis.serine family.glycine','','',
_4.1.4.3.1_,'Amino acid metabolism.biosynthesis.serine family.glycine.serine hydroxymethyltransferase','eucgr.h02679.1.p','Amino acid metabolism.biosynthesis.serine family.glycine.serine hydroxymethyltransferase (original description: none)',T
_4.1.4.4_,'Amino acid metabolism.biosynthesis.serine family.serine racemization','','',
_4.1.4.4.1_,'Amino acid metabolism.biosynthesis.serine family.serine racemization.serine racemase','','',
_4.1.5_,'Amino acid metabolism.biosynthesis.shikimate family','','',
_4.1.5.1_,'Amino acid metabolism.biosynthesis.shikimate family.shikimate pathway','','',
_4.1.5.1.1_,'Amino acid metabolism.biosynthesis.shikimate family.shikimate pathway.3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase','eucgr.h04748.1.p','Amino acid metabolism.biosynthesis.shikimate family.shikimate pathway.3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase (original description: none)',T
_4.1.5.1.1_,'Amino acid metabolism.biosynthesis.shikimate family.shikimate pathway.3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase','eucgr.f00366.2.p','Amino acid metabolism.biosynthesis.shikimate family.shikimate pathway.3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase (original description: none)',T
_4.1.5.1.2_,'Amino acid metabolism.biosynthesis.shikimate family.shikimate pathway.3-dehydroquinate synthase','eucgr.j02467.1.p','Amino acid metabolism.biosynthesis.shikimate family.shikimate pathway.3-dehydroquinate synthase (original description: none)',T
_4.1.5.1.3_,'Amino acid metabolism.biosynthesis.shikimate family.shikimate pathway.3-dehydroquinate dehydratase and shikimate dehydrogenase','eucgr.j00263.7.p','Amino acid metabolism.biosynthesis.shikimate family.shikimate pathway.3-dehydroquinate dehydratase and shikimate dehydrogenase (original description: none)',T
_4.1.5.1.3_,'Amino acid metabolism.biosynthesis.shikimate family.shikimate pathway.3-dehydroquinate dehydratase and shikimate dehydrogenase','eucgr.h04427.1.p','Amino acid metabolism.biosynthesis.shikimate family.shikimate pathway.3-dehydroquinate dehydratase and shikimate dehydrogenase (original description: none)',T
_4.1.5.1.3_,'Amino acid metabolism.biosynthesis.shikimate family.shikimate pathway.3-dehydroquinate dehydratase and shikimate dehydrogenase','eucgr.h04428.2.p','Amino acid metabolism.biosynthesis.shikimate family.shikimate pathway.3-dehydroquinate dehydratase and shikimate dehydrogenase (original description: none)',T
_4.1.5.1.4_,'Amino acid metabolism.biosynthesis.shikimate family.shikimate pathway.shikimate kinase','','',
_4.1.5.1.5_,'Amino acid metabolism.biosynthesis.shikimate family.shikimate pathway.5-enolpyruvyl-shikimate 3-phosphate (EPSP) synthase','eucgr.d02465.1.p','Amino acid metabolism.biosynthesis.shikimate family.shikimate pathway.5-enolpyruvyl-shikimate 3-phosphate (EPSP) synthase (original description: none)',T
_4.1.5.1.6_,'Amino acid metabolism.biosynthesis.shikimate family.shikimate pathway.chorismate synthase','','',
_4.1.5.2_,'Amino acid metabolism.biosynthesis.shikimate family.phenylalanine and tyrosine','','',
_4.1.5.2.1_,'Amino acid metabolism.biosynthesis.shikimate family.phenylalanine and tyrosine.chorismate mutase','','',
_4.1.5.2.2_,'Amino acid metabolism.biosynthesis.shikimate family.phenylalanine and tyrosine.Tyr-insensitive prephenate dehydrogenase','','',
_4.1.5.2.3_,'Amino acid metabolism.biosynthesis.shikimate family.phenylalanine and tyrosine.prephenate aminotransferase','eucgr.i00395.3.p','Amino acid metabolism.biosynthesis.shikimate family.phenylalanine and tyrosine.prephenate aminotransferase (original description: none)',T
_4.1.5.2.4_,'Amino acid metabolism.biosynthesis.shikimate family.phenylalanine and tyrosine.Tyr-sensitive arogenate dehydrogenase','','',
_4.1.5.2.5_,'Amino acid metabolism.biosynthesis.shikimate family.phenylalanine and tyrosine.arogenate dehydratase','','',
_4.1.5.3_,'Amino acid metabolism.biosynthesis.shikimate family.tryptophan','','',
_4.1.5.3.1_,'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.anthranilate synthase complex','','',
_4.1.5.3.1.1_,'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.anthranilate synthase complex.alpha subunit','eucgr.b02267.1.p','Amino acid metabolism.biosynthesis.shikimate family.tryptophan.anthranilate synthase complex.alpha subunit (original description: none)',T
_4.1.5.3.1.2_,'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.anthranilate synthase complex.beta subunit','','',
_4.1.5.3.2_,'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.anthranilate phosphoribosyltransferase','','',
_4.1.5.3.3_,'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.phosphoribosyanthranilate isomerase','','',
_4.1.5.3.4_,'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.indole-3-glycerol phosphate synthase','eucgr.a01368.2.p','Amino acid metabolism.biosynthesis.shikimate family.tryptophan.indole-3-glycerol phosphate synthase (original description: none)',T
_4.1.5.3.5_,'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.tryptophan synthase complex','','',
_4.1.5.3.5.1_,'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.tryptophan synthase complex.alpha subunit','','',
_4.1.5.3.5.2_,'Amino acid metabolism.biosynthesis.shikimate family.tryptophan.tryptophan synthase complex.beta subunit','','',
_4.2_,'Amino acid metabolism.degradation','','',
_4.2.1_,'Amino acid metabolism.degradation.arginine','','',
_4.2.1.1_,'Amino acid metabolism.degradation.arginine.arginase','eucgr.e01445.1.p','Amino acid metabolism.degradation.arginine.arginase (original description: none)',T
_4.2.1.2_,'Amino acid metabolism.degradation.arginine.urease','','',
_4.2.1.3_,'Amino acid metabolism.degradation.arginine.urease accessory protein activities','','',
_4.2.1.3.1_,'Amino acid metabolism.degradation.arginine.urease accessory protein activities.ureD-type urease accessory protein','','',
_4.2.1.3.2_,'Amino acid metabolism.degradation.arginine.urease accessory protein activities.ureF-type urease accessory protein','','',
_4.2.1.3.3_,'Amino acid metabolism.degradation.arginine.urease accessory protein activities.ureG-type urease accessory protein','eucgr.e02408.1.p','Amino acid metabolism.degradation.arginine.urease accessory protein activities.ureG-type urease accessory protein (original description: none)',T
_4.2.2_,'Amino acid metabolism.degradation.gamma-aminobutyrate (GABA)','','',
_4.2.2.1_,'Amino acid metabolism.degradation.gamma-aminobutyrate (GABA).GABA transaminase','eucgr.k01341.1.p','Amino acid metabolism.degradation.gamma-aminobutyrate (GABA).GABA transaminase (original description: none)',T
_4.2.2.2_,'Amino acid metabolism.degradation.gamma-aminobutyrate (GABA).succinic semialdehyde dehydrogenase','eucgr.f04474.1.p','Amino acid metabolism.degradation.gamma-aminobutyrate (GABA).succinic semialdehyde dehydrogenase (original description: none)',T
_4.2.3_,'Amino acid metabolism.degradation.proline','','',
_4.2.3.1_,'Amino acid metabolism.degradation.proline.proline dehydrogenase','','',
_4.2.3.2_,'Amino acid metabolism.degradation.proline.delta-1-pyrroline-5-carboxylate dehydrogenase','eucgr.b00436.2.p','Amino acid metabolism.degradation.proline.delta-1-pyrroline-5-carboxylate dehydrogenase (original description: none)',T
_4.2.4_,'Amino acid metabolism.degradation.lysine','','',
_4.2.4.1_,'Amino acid metabolism.degradation.lysine.bifunctional lysine ketoglutarate reductase and saccharopine dehydrogenase','','',
_4.2.5_,'Amino acid metabolism.degradation.threonine','','',
_4.2.5.1_,'Amino acid metabolism.degradation.threonine.threonine aldolase','eucgr.h04236.5.p','Amino acid metabolism.degradation.threonine.threonine aldolase (original description: none)',T
_4.2.5.2_,'Amino acid metabolism.degradation.threonine.threonine deaminase','','',
_4.2.6_,'Amino acid metabolism.degradation.cysteine','','',
_4.2.6.1_,'Amino acid metabolism.degradation.cysteine.mercaptopyruvate sulfurtransferase','eucgr.f04458.3.p','Amino acid metabolism.degradation.cysteine.mercaptopyruvate sulfurtransferase (original description: none)',T
_4.2.6.2_,'Amino acid metabolism.degradation.cysteine.sulfur dioxygenase','eucgr.l01848.1.p','Amino acid metabolism.degradation.cysteine.sulfur dioxygenase (original description: none)',T
_4.2.6.3_,'Amino acid metabolism.degradation.cysteine.cysteine desulfhydrase','','',
_4.2.7_,'Amino acid metabolism.degradation.branched-chain amino acid','','',
_4.2.7.1_,'Amino acid metabolism.degradation.branched-chain amino acid.BCAT branched-chain aminotransferase','eucgr.i00664.2.p','Amino acid metabolism.degradation.branched-chain amino acid.BCAT branched-chain aminotransferase (original description: none)',T
_4.2.7.2_,'Amino acid metabolism.degradation.branched-chain amino acid.branched-chain alpha-keto acid dehydrogenase complex','','',
_4.2.7.2.1_,'Amino acid metabolism.degradation.branched-chain amino acid.branched-chain alpha-keto acid dehydrogenase complex.E1 2-oxoisovalerate dehydrogenase subcomplex','','',
_4.2.7.2.1.1_,'Amino acid metabolism.degradation.branched-chain amino acid.branched-chain alpha-keto acid dehydrogenase complex.E1 2-oxoisovalerate dehydrogenase subcomplex.alpha subunit','','',
_4.2.7.2.1.2_,'Amino acid metabolism.degradation.branched-chain amino acid.branched-chain alpha-keto acid dehydrogenase complex.E1 2-oxoisovalerate dehydrogenase subcomplex.beta subunit','eucgr.j01753.1.p','Amino acid metabolism.degradation.branched-chain amino acid.branched-chain alpha-keto acid dehydrogenase complex.E1 2-oxoisovalerate dehydrogenase subcomplex.beta subunit (original description: none)',T
_4.2.7.2.2_,'Amino acid metabolism.degradation.branched-chain amino acid.branched-chain alpha-keto acid dehydrogenase complex.E2 lipoamide acyltransferase component','','',
_4.2.7.2.3_,'Amino acid metabolism.degradation.branched-chain amino acid.branched-chain alpha-keto acid dehydrogenase complex.E3 dihydrolipoamide dehydrogenase component','eucgr.h04086.1.p','Amino acid metabolism.degradation.branched-chain amino acid.branched-chain alpha-keto acid dehydrogenase complex.E3 dihydrolipoamide dehydrogenase component (original description: none)',T
_4.2.7.3_,'Amino acid metabolism.degradation.branched-chain amino acid.isovaleryl-CoA-dehydrogenase','eucgr.b02479.2.p','Amino acid metabolism.degradation.branched-chain amino acid.isovaleryl-CoA-dehydrogenase (original description: none)',T
_4.2.7.4_,'Amino acid metabolism.degradation.branched-chain amino acid.enoyl-CoA hydratase','eucgr.e01729.1.p','Amino acid metabolism.degradation.branched-chain amino acid.enoyl-CoA hydratase (original description: none)',T
_4.2.7.5_,'Amino acid metabolism.degradation.branched-chain amino acid.leucine','','',
_4.2.7.5.1_,'Amino acid metabolism.degradation.branched-chain amino acid.leucine.methylcrotonoyl-CoA carboxylase complex','','',
_4.2.7.5.1.1_,'Amino acid metabolism.degradation.branched-chain amino acid.leucine.methylcrotonoyl-CoA carboxylase complex.alpha subunit','eucgr.h01417.1.p','Amino acid metabolism.degradation.branched-chain amino acid.leucine.methylcrotonoyl-CoA carboxylase complex.alpha subunit (original description: none)',T
_4.2.7.5.1.2_,'Amino acid metabolism.degradation.branched-chain amino acid.leucine.methylcrotonoyl-CoA carboxylase complex.beta subunit','eucgr.g01434.1.p','Amino acid metabolism.degradation.branched-chain amino acid.leucine.methylcrotonoyl-CoA carboxylase complex.beta subunit (original description: none)',T
_4.2.7.5.2_,'Amino acid metabolism.degradation.branched-chain amino acid.leucine.hydroxymethylglutaryl-CoA lyase','','',
_4.2.7.5.3_,'Amino acid metabolism.degradation.branched-chain amino acid.leucine.methylglutaconyl-CoA hydratase','','',
_4.2.7.6_,'Amino acid metabolism.degradation.branched-chain amino acid.valine','','',
_4.2.7.6.1_,'Amino acid metabolism.degradation.branched-chain amino acid.valine.3-hydroxyisobutyryl-CoA hydrolase','eucgr.e01729.1.p','Amino acid metabolism.degradation.branched-chain amino acid.valine.3-hydroxyisobutyryl-CoA hydrolase (original description: none)',T
_4.2.7.6.2_,'Amino acid metabolism.degradation.branched-chain amino acid.valine.3-hydroxyisobutyrate dehydrogenase','','',
_4.2.7.6.3_,'Amino acid metabolism.degradation.branched-chain amino acid.valine.methylmalonate-semialdehyde dehydrogenase','eucgr.i02606.1.p','Amino acid metabolism.degradation.branched-chain amino acid.valine.methylmalonate-semialdehyde dehydrogenase (original description: none)',T
_4.2.7.7_,'Amino acid metabolism.degradation.branched-chain amino acid.acyl-CoA dehydrogenase oxidation','','',
_4.2.7.7.1_,'Amino acid metabolism.degradation.branched-chain amino acid.acyl-CoA dehydrogenase oxidation.ETF electron transfer flavoprotein complex','','',
_4.2.7.7.1.1_,'Amino acid metabolism.degradation.branched-chain amino acid.acyl-CoA dehydrogenase oxidation.ETF electron transfer flavoprotein complex.alpha subunit','','',
_4.2.7.7.1.2_,'Amino acid metabolism.degradation.branched-chain amino acid.acyl-CoA dehydrogenase oxidation.ETF electron transfer flavoprotein complex.beta subunit','eucgr.h00173.1.p','Amino acid metabolism.degradation.branched-chain amino acid.acyl-CoA dehydrogenase oxidation.ETF electron transfer flavoprotein complex.beta subunit (original description: none)',T
_4.2.7.7.2_,'Amino acid metabolism.degradation.branched-chain amino acid.acyl-CoA dehydrogenase oxidation.ETF-QO electron transfer flavoprotein-ubiquinone oxidoreductase','','',
_4.2.8_,'Amino acid metabolism.degradation.aromatic amino acid','','',
_4.2.8.1_,'Amino acid metabolism.degradation.aromatic amino acid.aromatic-amino-acid aminotransferase','eucgr.f02571.1.p','Amino acid metabolism.degradation.aromatic amino acid.aromatic-amino-acid aminotransferase (original description: none)',T
_4.2.8.2_,'Amino acid metabolism.degradation.aromatic amino acid.tyrosine','','',
_4.2.8.2.1_,'Amino acid metabolism.degradation.aromatic amino acid.tyrosine.homogentisate dioxygenase','eucgr.f01185.1.p','Amino acid metabolism.degradation.aromatic amino acid.tyrosine.homogentisate dioxygenase (original description: none)',T
_4.2.8.2.2_,'Amino acid metabolism.degradation.aromatic amino acid.tyrosine.maleylacetoacetate isomerase','eucgr.d01135.1.p','Amino acid metabolism.degradation.aromatic amino acid.tyrosine.maleylacetoacetate isomerase (original description: none)',T
_4.2.8.2.3_,'Amino acid metabolism.degradation.aromatic amino acid.tyrosine.fumarylacetoacetate hydrolase','eucgr.l00543.2.p','Amino acid metabolism.degradation.aromatic amino acid.tyrosine.fumarylacetoacetate hydrolase (original description: none)',T
